CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,MTS,SOMOS,UN,JACHAJAKISASOLFESORC,P.P.,AORA,NGP,PATRIA-ORURO,LIBRE,FRI,APB-SUMATE,A-UPP,PDC
1,Cercado,1,Oruro,2059,Oruro,119,Col. Nal. Juan Misael Saracho,4000971,1,1,9,9,24,4,2,4,15,37,3,2,4,5
1,Cercado,1,Oruro,2059,Oruro,119,Col. Nal. Juan Misael Saracho,4000981,2,4,4,9,35,4,7,8,12,39,2,3,4,5
1,Cercado,1,Oruro,2059,Oruro,119,Col. Nal. Juan Misael Saracho,4000991,3,1,4,12,29,2,5,9,15,36,4,2,6,3
1,Cercado,1,Oruro,2059,Oruro,119,Col. Nal. Juan Misael Saracho,4001001,4,4,10,8,32,5,4,8,20,43,2,5,6,3
1,Cercado,1,Oruro,2059,Oruro,119,Col. Nal. Juan Misael Saracho,4001011,5,2,8,7,31,4,3,4,23,53,3,6,5,2
1,Cercado,1,Oruro,2059,Oruro,119,Col. Nal. Juan Misael Saracho,4001021,6,3,6,7,36,2,4,10,27,39,2,2,3,2
1,Cercado,1,Oruro,2059,Oruro,119,Col. Nal. Juan Misael Saracho,4001031,7,2,7,15,26,0,2,4,26,41,2,4,5,3
1,Cercado,1,Oruro,2059,Oruro,119,Col. Nal. Juan Misael Saracho,4001041,8,1,5,2,14,1,1,9,13,23,1,4,1,4
1,Cercado,1,Oruro,2059,Oruro,120,U. E. Eduardo Avaroa,4001051,1,5,5,12,31,0,5,4,18,41,4,4,4,8
1,Cercado,1,Oruro,2059,Oruro,120,U. E. Eduardo Avaroa,4001061,2,5,6,9,34,4,5,11,21,26,2,2,4,5
1,Cercado,1,Oruro,2059,Oruro,120,U. E. Eduardo Avaroa,4001071,3,7,4,8,31,1,5,11,9,38,1,2,4,4
1,Cercado,1,Oruro,2059,Oruro,120,U. E. Eduardo Avaroa,4001081,4,1,8,11,36,3,2,5,21,35,2,1,5,3
1,Cercado,1,Oruro,2059,Oruro,120,U. E. Eduardo Avaroa,4001091,5,0,2,1,7,0,0,6,1,12,0,2,1,1
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010281,1,5,12,4,27,2,17,13,12,24,1,4,5,4
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010291,2,3,7,4,28,1,6,19,17,17,3,4,7,5
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010301,3,1,15,5,24,5,8,20,9,10,2,1,2,10
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010311,4,9,15,1,33,5,20,14,14,16,3,3,2,5
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010321,5,3,16,6,23,0,11,15,8,23,2,2,6,4
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010331,6,6,9,1,31,2,15,16,15,14,0,3,8,1
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010341,7,6,19,4,27,5,9,17,11,16,1,6,5,4
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010351,8,3,18,3,30,3,11,22,14,26,0,0,2,3
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010361,9,6,15,1,39,2,8,18,12,18,4,2,6,8
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010371,10,6,24,4,23,5,16,19,11,15,1,1,8,4
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010381,11,3,17,2,25,3,16,19,15,15,0,4,5,1
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010391,12,4,16,3,22,7,10,20,12,21,1,2,5,4
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010401,13,8,20,5,29,4,8,17,15,16,0,4,2,5
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010411,14,8,16,4,32,3,8,14,9,17,0,1,8,3
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010421,15,7,13,0,19,4,3,23,16,21,1,2,9,4
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010431,16,6,19,5,27,2,9,13,11,14,1,1,7,2
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010441,17,11,7,5,29,8,8,13,5,16,1,3,10,6
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010451,18,1,2,1,6,2,4,5,2,2,0,0,2,1
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009761,1,7,16,1,31,5,7,10,9,21,5,4,11,3
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009771,2,9,10,3,40,5,10,17,14,14,1,5,6,7
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009781,3,8,13,3,28,4,12,17,19,17,0,4,5,4
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009791,4,6,15,9,22,2,16,14,11,17,4,10,4,4
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009801,5,2,20,6,29,7,11,16,7,14,2,0,6,6
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009811,6,11,8,5,34,2,9,12,8,22,7,6,6,7
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009821,7,7,10,6,29,5,9,21,14,14,3,0,6,3
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009831,8,3,15,2,31,8,6,22,10,15,3,5,2,6
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009841,9,0,2,2,10,1,2,3,3,5,1,0,0,1
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009851,1,9,14,4,29,1,6,14,12,17,4,2,6,5
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009861,2,7,9,3,30,4,10,11,17,17,4,6,7,4
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009871,3,2,10,3,22,2,17,14,17,17,0,1,10,5
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009881,4,11,16,9,21,3,2,18,13,23,5,2,5,2
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009891,5,5,5,0,12,2,3,18,6,3,1,1,2,0
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009901,1,4,15,3,23,5,13,9,12,22,1,4,6,1
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009911,2,4,19,5,26,9,5,14,9,23,2,3,3,5
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009921,3,7,12,4,32,6,8,13,10,16,4,3,5,2
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009931,4,6,10,7,28,7,9,18,11,8,1,5,9,8
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009941,5,10,8,8,16,4,11,10,10,17,1,3,9,7
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009951,6,3,16,6,25,2,7,14,15,15,1,3,6,0
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009491,1,11,11,8,19,3,9,10,16,17,2,6,9,2
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009501,2,6,14,3,25,6,10,11,18,25,1,1,1,5
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009511,3,7,10,2,34,4,11,14,18,16,3,2,8,2
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009521,4,7,12,4,26,5,13,17,9,27,0,2,4,6
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009531,5,5,8,9,32,1,12,17,11,17,3,2,3,3
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009541,6,7,11,4,24,6,14,8,7,20,1,3,7,10
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009551,7,6,19,4,27,5,12,11,12,13,3,5,4,5
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009561,8,10,5,6,19,9,12,14,12,21,3,2,1,7
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009571,9,5,16,9,24,5,8,14,10,20,1,3,9,8
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009581,10,3,6,5,29,3,8,12,19,30,8,6,3,2
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009591,11,8,12,9,28,13,15,13,15,21,3,2,13,8
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009601,12,3,7,3,13,7,7,9,5,11,0,3,3,4
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4009961,1,16,12,8,29,2,6,11,18,16,2,1,4,5
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4009971,2,8,16,6,29,5,12,6,11,13,8,2,6,4
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4009981,3,11,11,2,35,1,14,16,8,13,0,3,5,3
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4009991,4,8,16,3,27,3,7,10,7,22,5,2,5,3
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4010001,5,3,17,4,18,4,8,12,15,12,5,3,8,3
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4010011,6,8,15,2,28,3,13,17,12,8,2,1,6,2
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4010021,7,9,13,2,22,7,13,12,3,19,0,1,6,7
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4010031,8,11,20,1,18,5,7,9,11,19,2,0,5,6
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4010041,9,3,2,1,6,1,3,4,0,8,1,2,4,0
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010091,1,9,11,6,25,4,13,15,5,10,1,1,5,4
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010101,2,8,9,2,34,4,14,18,10,7,3,1,3,5
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010111,3,0,7,5,22,1,15,8,13,17,6,1,1,5
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010121,4,5,7,6,38,4,7,16,8,10,4,3,5,5
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010131,5,8,11,2,34,3,10,12,8,8,1,1,3,6
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010141,6,6,5,4,19,6,9,13,6,8,1,2,2,4
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010151,7,8,11,2,28,2,10,12,11,12,4,1,5,6
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010161,8,7,3,3,23,2,5,9,3,3,3,0,4,3
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009611,1,4,12,8,23,4,4,18,20,29,2,7,7,4
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009621,2,6,9,7,30,3,6,22,22,11,4,2,7,1
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009631,3,5,8,16,34,4,10,15,16,16,0,0,2,1
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009641,4,6,11,7,26,5,5,10,18,15,2,1,16,1
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009651,5,8,7,6,21,6,13,16,14,30,5,4,4,6
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009661,6,5,11,9,31,4,4,18,9,16,4,3,9,4
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009671,7,1,5,6,28,10,3,17,13,30,3,3,5,5
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009681,8,4,7,12,27,4,2,10,29,25,1,1,11,5
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009691,9,5,9,5,14,7,4,10,14,26,1,4,12,2
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009701,10,7,12,8,16,3,3,19,18,25,0,2,9,5
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009711,11,3,9,2,18,6,9,11,7,21,0,0,5,2
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007521,1,8,9,11,28,3,6,6,21,27,2,5,4,5
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007531,2,9,12,8,30,2,8,17,9,20,0,1,8,8
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007541,3,8,22,8,25,4,11,17,17,13,5,4,9,6
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007551,4,8,16,3,14,6,5,16,19,22,0,2,12,6
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007561,5,5,14,3,39,5,17,7,13,20,2,3,5,6
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007571,6,6,15,4,19,6,15,15,9,20,1,4,4,3
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007581,7,8,12,6,33,1,11,11,23,12,3,4,7,6
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007591,8,9,15,10,23,3,3,22,12,19,0,4,8,6
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007601,9,7,12,3,33,1,11,16,13,32,2,2,4,4
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007611,10,8,9,8,31,4,6,15,16,19,0,4,3,4
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006901,1,17,12,1,34,2,12,12,9,16,1,2,12,6
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006911,2,13,14,5,41,3,15,12,11,15,4,3,8,4
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006921,3,6,13,3,28,10,15,31,13,21,1,10,7,5
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006931,4,9,9,8,25,2,6,20,12,15,1,2,9,5
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006941,5,7,10,6,30,3,8,17,14,14,4,4,9,4
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006951,6,11,13,5,27,3,7,16,7,19,2,3,5,5
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006961,7,8,7,4,26,9,10,9,3,23,0,2,6,10
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006971,8,13,13,12,29,3,9,13,8,14,2,3,9,4
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006981,9,20,4,5,24,2,7,16,5,9,2,4,6,6
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007621,1,13,8,4,33,5,7,21,12,11,0,3,3,1
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007631,2,15,11,4,22,1,7,26,9,10,2,1,3,5
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007641,3,7,5,3,33,5,7,9,12,19,2,2,6,6
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007651,4,19,9,4,31,3,7,13,4,17,0,4,6,5
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007661,5,9,7,3,36,2,15,17,8,8,1,0,9,2
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007671,6,6,14,3,33,3,5,19,11,14,3,3,7,3
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007681,7,4,5,1,23,10,12,13,11,16,1,1,7,2
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007691,8,4,8,4,34,3,7,15,9,8,0,1,12,9
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007701,9,11,7,8,35,3,5,16,14,13,0,2,10,4
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007711,10,10,8,6,31,3,6,16,8,14,1,0,3,9
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007721,11,6,9,5,30,3,8,12,11,17,1,3,6,7
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007731,12,7,7,6,27,5,7,14,8,14,3,1,3,3
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007741,13,12,16,5,40,2,7,9,15,15,1,2,6,2
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007751,14,18,7,2,18,6,12,23,11,11,2,3,5,4
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007761,15,12,5,3,19,1,8,6,8,18,2,3,6,4
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007771,16,16,10,5,30,0,4,26,8,6,0,1,10,8
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007781,17,13,14,5,29,6,8,13,10,15,1,3,3,5
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007791,18,11,9,6,24,2,7,21,4,10,3,0,11,7
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007801,19,13,6,5,32,3,9,18,9,10,1,2,6,2
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007811,20,8,10,4,32,4,8,16,9,21,2,4,8,2
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007821,21,10,10,7,28,1,6,7,15,13,1,4,2,8
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007831,22,15,10,8,26,2,9,20,13,22,5,2,2,3
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007841,23,16,8,4,24,5,15,28,9,14,1,3,6,7
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007851,24,13,13,5,35,0,2,13,15,22,1,3,3,1
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007861,25,9,10,6,33,3,4,18,6,21,2,3,5,2
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007871,1,19,15,9,38,1,13,14,11,14,0,3,3,3
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007881,2,10,8,6,24,6,7,8,15,21,2,5,7,5
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007891,3,11,16,6,26,2,7,13,17,21,3,0,10,6
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007901,4,10,16,0,27,5,7,20,12,11,2,2,5,3
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007911,5,6,9,2,30,4,8,14,13,18,1,4,4,2
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007921,6,11,9,7,33,5,7,17,11,20,3,1,9,2
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007931,7,11,9,8,26,3,11,16,14,16,1,4,3,7
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007941,8,9,14,5,35,8,15,11,5,18,0,3,8,7
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007951,9,16,11,8,30,4,7,9,10,12,0,3,8,11
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007961,10,12,11,3,25,2,8,18,12,13,2,1,5,12
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007971,11,8,1,1,12,1,5,6,4,1,0,1,2,0
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4007981,1,3,11,5,33,13,10,17,15,20,3,6,5,3
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4007991,2,6,12,7,31,2,7,16,14,26,3,5,4,7
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008001,3,8,5,6,35,5,5,14,9,27,4,4,7,3
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008011,4,3,13,10,34,2,8,17,11,24,0,1,9,6
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008021,5,2,11,5,40,2,6,15,16,20,1,2,7,5
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008031,6,8,9,4,38,4,9,15,16,23,3,1,8,4
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008041,7,7,9,4,39,8,8,19,14,20,3,6,8,5
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008051,8,1,8,4,35,2,6,18,15,31,1,5,9,6
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008061,9,4,15,6,31,1,2,15,15,26,3,6,4,6
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008071,10,2,15,5,25,3,15,17,10,20,3,1,3,1
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008081,11,6,12,7,27,5,6,12,7,11,3,6,9,3
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008091,12,4,12,2,32,3,8,23,12,16,0,3,10,5
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008101,13,9,12,0,22,2,6,9,17,23,3,7,6,7
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008111,14,7,17,6,25,0,12,13,16,21,3,3,5,1
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008121,15,11,10,4,34,2,2,17,16,19,2,5,15,5
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008131,16,4,14,7,33,1,10,12,20,29,3,2,10,8
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008141,17,4,13,4,39,5,7,11,15,27,2,3,9,5
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008151,18,4,8,9,32,8,3,20,11,24,1,3,7,10
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008161,19,3,10,6,39,3,6,14,19,24,3,8,6,7
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008171,20,5,15,1,22,4,5,10,20,28,5,4,14,5
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008181,21,6,12,8,39,3,2,14,25,22,1,5,2,6
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008191,22,4,9,2,38,1,3,8,17,29,3,2,12,0
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008201,23,6,16,6,34,1,9,13,18,29,0,2,9,6
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008211,24,2,12,2,31,5,8,21,15,31,4,4,9,4
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008221,25,2,8,3,14,1,1,4,3,15,0,3,4,3
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008231,1,5,11,4,41,2,5,20,6,15,1,2,7,3
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008241,2,8,13,2,38,2,6,14,15,10,0,2,5,7
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008251,3,2,9,2,26,5,10,13,9,14,3,1,7,5
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008261,4,4,11,5,35,1,6,25,6,11,2,0,7,3
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008271,5,6,6,3,19,3,5,9,7,10,7,2,8,6
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008281,6,2,9,3,36,3,8,30,13,16,1,4,4,6
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008291,7,1,10,0,25,2,16,28,13,13,1,2,3,7
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008301,8,5,8,6,29,5,7,12,7,13,3,3,6,7
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008311,9,4,8,4,28,6,14,14,10,20,1,2,5,5
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008321,10,4,13,0,26,5,6,17,9,22,0,6,7,8
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008331,11,7,12,6,36,3,12,19,16,11,1,6,5,4
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008341,12,2,12,7,26,5,7,24,13,18,4,1,4,2
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008351,13,5,7,1,33,0,5,17,10,11,3,4,5,8
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008361,14,2,12,5,15,4,5,12,11,15,0,1,12,8
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008371,15,6,13,4,28,0,4,18,19,16,4,4,4,3
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008381,16,5,7,7,43,3,12,23,12,12,2,6,6,1
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008391,17,6,14,0,11,6,4,17,17,15,1,2,14,5
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008401,18,6,5,3,16,1,6,15,4,5,0,1,3,2
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008411,1,3,10,5,35,5,6,11,17,30,2,6,3,2
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008421,2,2,19,4,35,5,7,11,18,31,6,1,8,5
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008431,3,3,10,4,20,1,9,16,14,18,0,8,7,3
