CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,LIBRE-PANDO,MDA,MTS,MNR,UPP,FRI,FSUTCP,APB-SUMATE,A-UPP,NGP,AAGP,FE
1,Nicolás Suárez,1,Cobija,2773,Cobija,32492,U.E. El Castañal,9001727,1,69,39,7,3,14,0,0,19,36,2,,
1,Nicolás Suárez,1,Cobija,2773,Cobija,32492,U.E. El Castañal,9001737,2,10,7,1,0,0,0,0,6,7,1,,
1,Nicolás Suárez,1,Cobija,4277,Mejillones,25963,U.E. Mejillones,9000177,1,27,95,9,7,5,9,0,15,0,0,,
1,Nicolás Suárez,1,Cobija,4278,Villa Rosario,25964,U. E. María Barzola,9000187,1,86,18,8,0,1,2,0,25,17,0,,
1,Nicolás Suárez,2,Porvenir,1113,Porvenir,14,U.E. Mons. Santisteban,9001747,1,6,41,,,63,,0,,,76,,
1,Nicolás Suárez,2,Porvenir,1113,Porvenir,14,U.E. Mons. Santisteban,9001757,2,1,30,,,69,,0,,,76,,
1,Nicolás Suárez,2,Porvenir,1113,Porvenir,14,U.E. Mons. Santisteban,9001767,3,2,34,,,65,,0,,,91,,
1,Nicolás Suárez,2,Porvenir,1113,Porvenir,14,U.E. Mons. Santisteban,9001777,4,7,17,,,69,,0,,,89,,
1,Nicolás Suárez,2,Porvenir,1113,Porvenir,14,U.E. Mons. Santisteban,9001787,5,5,34,,,51,,0,,,106,,
1,Nicolás Suárez,2,Porvenir,1113,Porvenir,14,U.E. Mons. Santisteban,9001797,6,6,28,,,76,,0,,,74,,
1,Nicolás Suárez,2,Porvenir,1113,Porvenir,14,U.E. Mons. Santisteban,9001807,7,5,16,,,57,,0,,,68,,
1,Nicolás Suárez,2,Porvenir,1113,Porvenir,15,U.E. Bruno Racua,9001817,1,3,40,,,68,,0,,,81,,
1,Nicolás Suárez,2,Porvenir,1113,Porvenir,15,U.E. Bruno Racua,9001827,2,2,41,,,59,,0,,,93,,
1,Nicolás Suárez,2,Porvenir,1113,Porvenir,15,U.E. Bruno Racua,9001837,3,4,32,,,73,,0,,,99,,
1,Nicolás Suárez,2,Porvenir,1113,Porvenir,15,U.E. Bruno Racua,9001847,4,5,25,,,62,,0,,,85,,
1,Nicolás Suárez,2,Porvenir,1113,Porvenir,15,U.E. Bruno Racua,9001857,5,7,36,,,60,,0,,,86,,
1,Nicolás Suárez,2,Porvenir,1113,Porvenir,15,U.E. Bruno Racua,9001867,6,3,31,,,45,,0,,,83,,
1,Nicolás Suárez,2,Porvenir,1115,Villa Bella (km 6),15,U.E. Villa Bella,9001877,1,15,44,,,60,,0,,,75,,
1,Nicolás Suárez,2,Porvenir,1115,Villa Bella (km 6),15,U.E. Villa Bella,9001887,2,9,40,,,73,,0,,,71,,
