CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,UNPA,NGP,MTS,UNIDOS-,PATRIA-UNIDOS,LIBRE,SOLUCIONES-CON-TODOS,PDC,A-UPP,UN,POKUY,FRI,APB-SUMATE,U.P.C,CREE,UNE,FAP,F-S,ARI,TU,PPS
9,Quillacollo,1,Quillacollo,934,Quillacollo,25033,Unidad Educativa Nestor Adriazola (Ex Colegio Nacional Calama),3031577,26,,3,8,10,20,41,13,1,11,16,,37,3,,,13,5,9,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25033,Unidad Educativa Nestor Adriazola (Ex Colegio Nacional Calama),3031587,27,,2,7,5,19,26,20,1,8,23,,40,9,,,14,2,10,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25033,Unidad Educativa Nestor Adriazola (Ex Colegio Nacional Calama),3031597,28,,8,4,6,9,17,17,4,5,28,,40,5,,,12,3,14,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25033,Unidad Educativa Nestor Adriazola (Ex Colegio Nacional Calama),3031607,29,,3,6,7,20,26,16,4,5,20,,35,10,,,14,0,8,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25034,Escuela 12 de Septiembre,3033157,1,,3,5,2,16,11,22,0,12,24,,84,4,,,10,4,8,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25034,Escuela 12 de Septiembre,3033167,2,,4,3,3,17,8,28,1,7,26,,71,12,,,9,9,1,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25034,Escuela 12 de Septiembre,3033177,3,,1,5,4,19,5,29,2,10,28,,57,5,,,19,3,9,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25034,Escuela 12 de Septiembre,3033187,4,,5,3,11,23,6,18,4,5,16,,60,5,,,18,4,7,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25034,Escuela 12 de Septiembre,3033197,5,,1,1,4,17,11,28,0,8,25,,68,4,,,10,10,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25034,Escuela 12 de Septiembre,3033207,6,,4,2,7,23,14,19,1,4,19,,78,5,,,15,4,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25034,Escuela 12 de Septiembre,3033217,7,,2,2,2,19,12,31,3,5,20,,71,7,,,8,4,4,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25034,Escuela 12 de Septiembre,3033227,8,,4,4,7,10,6,20,2,5,21,,36,7,,,9,6,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25034,Escuela 12 de Septiembre,3033237,9,,5,3,4,18,11,22,3,17,24,,63,3,,,14,7,7,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25034,Escuela 12 de Septiembre,3033247,10,,3,2,5,25,16,27,5,15,21,,62,4,,,12,0,6,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25034,Escuela 12 de Septiembre,3033257,11,,1,1,2,24,6,24,2,12,20,,75,5,,,12,5,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25034,Escuela 12 de Septiembre,3033267,12,,4,4,7,18,9,17,0,6,27,,76,11,,,11,4,2,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25034,Escuela 12 de Septiembre,3033277,13,,1,2,6,20,4,19,2,4,40,,85,5,,,6,4,2,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25034,Escuela 12 de Septiembre,3033287,14,,4,2,6,11,7,30,4,6,24,,57,9,,,16,1,4,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25034,Escuela 12 de Septiembre,3033297,15,,1,1,3,11,6,16,1,3,9,,43,4,,,5,1,4,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034387,1,,3,3,14,15,6,28,2,9,34,,39,4,,,7,6,13,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034397,2,,1,4,8,12,9,25,4,12,29,,30,8,,,14,10,16,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034407,3,,7,2,4,12,8,27,2,13,30,,35,6,,,19,9,16,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034417,4,,3,3,4,10,5,24,3,11,24,,44,2,,,9,9,27,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034427,5,,6,1,10,2,7,34,3,9,28,,35,4,,,15,6,24,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034437,6,,5,4,7,13,9,21,3,15,30,,50,4,,,12,5,16,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034447,7,,5,1,11,12,9,19,1,11,26,,41,3,,,16,6,14,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034457,8,,4,1,10,14,10,29,5,15,30,,37,3,,,11,2,18,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034467,9,,5,5,7,19,11,17,3,6,25,,41,6,,,13,9,17,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034477,10,,7,3,17,10,10,30,2,20,20,,24,4,,,6,4,19,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034487,11,,4,3,7,11,15,29,4,5,29,,31,10,,,9,4,14,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034497,12,,3,1,7,13,8,22,5,9,30,,37,6,,,8,8,21,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034507,13,,3,1,8,15,10,28,4,10,28,,35,5,,,12,14,6,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034517,14,,3,2,10,14,12,31,2,14,26,,30,2,,,9,6,15,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034527,15,,1,2,4,19,9,36,4,5,29,,36,4,,,16,8,14,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034537,16,,3,1,6,15,11,10,4,12,32,,42,4,,,13,12,24,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034547,17,,3,2,12,11,15,16,5,11,28,,32,5,,,19,9,12,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25035,Escuela Arturo Quitón,3034557,18,,6,5,7,22,9,22,0,12,15,,32,6,,,6,5,16,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25036,Escuela Simón Bolivar,3032117,1,,7,5,4,21,10,23,1,9,22,,54,8,,,22,3,4,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25036,Escuela Simón Bolivar,3032127,2,,4,4,6,22,9,32,2,6,16,,54,6,,,18,3,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25036,Escuela Simón Bolivar,3032137,3,,4,2,2,30,13,20,0,7,35,,65,3,,,14,4,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25036,Escuela Simón Bolivar,3032147,4,,8,0,7,36,5,21,2,13,16,,55,4,,,16,5,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25036,Escuela Simón Bolivar,3032157,5,,6,4,4,21,10,25,3,5,19,,65,8,,,15,4,6,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25036,Escuela Simón Bolivar,3032167,6,,1,1,6,40,10,19,0,3,22,,76,7,,,15,2,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25036,Escuela Simón Bolivar,3032177,7,,8,2,3,37,13,21,3,9,16,,53,4,,,9,2,8,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25036,Escuela Simón Bolivar,3032187,8,,5,2,7,27,9,19,3,12,24,,42,3,,,15,5,6,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25036,Escuela Simón Bolivar,3032197,9,,6,0,6,39,13,23,0,8,19,,57,7,,,13,1,2,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25036,Escuela Simón Bolivar,3032207,10,,3,3,2,37,8,23,1,7,14,,60,2,,,10,4,10,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25036,Escuela Simón Bolivar,3032217,11,,5,4,4,36,6,17,3,9,24,,50,2,,,20,5,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25036,Escuela Simón Bolivar,3032227,12,,5,2,5,30,9,17,3,13,20,,63,3,,,16,3,4,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25036,Escuela Simón Bolivar,3032237,13,,1,1,3,26,7,26,3,6,20,,50,4,,,38,2,6,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25036,Escuela Simón Bolivar,3032247,14,,4,3,3,28,11,14,3,9,21,,63,6,,,22,5,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25036,Escuela Simón Bolivar,3032257,15,,4,0,1,13,2,17,0,8,11,,40,7,,,10,2,0,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25037,Instituto Particular Quillacollo,3031187,1,,3,3,6,27,20,23,3,7,19,,52,10,,,18,2,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25037,Instituto Particular Quillacollo,3031197,2,,2,2,2,28,13,23,1,4,22,,67,4,,,19,6,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25037,Instituto Particular Quillacollo,3031207,3,,8,0,7,19,15,21,4,5,21,,57,7,,,18,0,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25037,Instituto Particular Quillacollo,3031217,4,,9,4,5,21,16,16,2,6,18,,60,5,,,15,1,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25037,Instituto Particular Quillacollo,3031227,5,,5,2,6,30,12,24,0,6,19,,47,10,,,14,3,7,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25037,Instituto Particular Quillacollo,3031237,6,,4,5,4,17,12,16,0,7,30,,62,4,,,16,6,6,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25037,Instituto Particular Quillacollo,3031247,7,,5,10,6,20,15,24,3,4,13,,46,9,,,23,5,7,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25037,Instituto Particular Quillacollo,3031257,8,,7,1,3,30,11,21,2,4,21,,64,6,,,19,4,4,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25037,Instituto Particular Quillacollo,3031267,9,,5,2,3,34,13,20,1,6,21,,60,11,,,16,4,1,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25037,Instituto Particular Quillacollo,3031277,10,,11,9,4,34,10,23,3,6,20,,61,2,,,14,1,4,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25037,Instituto Particular Quillacollo,3031287,11,,5,1,5,29,14,18,3,1,24,,68,10,,,14,0,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25037,Instituto Particular Quillacollo,3031297,12,,7,5,3,17,17,36,0,3,18,,62,13,,,15,1,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25037,Instituto Particular Quillacollo,3031307,13,,7,2,8,26,6,22,3,0,21,,74,11,,,11,0,2,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25037,Instituto Particular Quillacollo,3031317,14,,0,3,3,8,11,15,1,0,13,,32,5,,,7,0,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3030967,1,,3,2,2,25,7,29,1,4,22,,77,2,,,19,3,1,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3030977,2,,1,2,8,18,7,17,3,3,12,,86,7,,,36,3,2,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3030987,3,,2,3,5,15,12,26,1,6,16,,81,7,,,17,4,7,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3030997,4,,9,2,6,14,11,23,4,7,21,,60,13,,,20,5,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031007,5,,6,1,6,15,18,20,0,6,21,,81,6,,,18,6,2,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031017,6,,1,2,6,20,16,20,4,3,18,,61,9,,,20,1,7,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031027,7,,4,4,5,19,15,18,3,5,19,,66,2,,,21,8,14,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031037,8,,4,2,5,17,15,21,1,3,24,,75,6,,,22,2,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031047,9,,2,1,1,12,19,19,1,5,21,,64,14,,,21,4,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031057,10,,1,3,1,19,7,22,6,6,15,,83,7,,,15,7,1,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031067,11,,5,2,5,21,7,26,2,14,24,,57,5,,,10,5,8,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031077,12,,5,4,9,11,15,11,4,9,29,,60,6,,,20,6,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031087,13,,2,3,7,18,17,34,0,1,19,,76,3,,,15,3,4,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031097,14,,3,4,9,19,11,20,0,8,19,,69,9,,,17,2,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031107,15,,3,0,9,18,12,16,1,3,30,,70,10,,,12,3,4,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031117,16,,3,1,7,15,13,16,4,1,27,,73,12,,,13,6,1,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031127,17,,3,2,1,32,12,21,2,9,20,,77,4,,,13,3,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031137,18,,4,0,5,14,6,30,5,2,13,,75,17,,,11,4,7,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031147,19,,6,1,4,23,16,28,2,7,13,,73,7,,,22,1,1,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031157,20,,1,1,9,20,10,24,3,5,29,,71,10,,,12,4,7,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031167,21,,4,1,7,23,7,21,4,6,12,,77,12,,,13,1,2,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25039,Liceo América,3031177,22,,3,0,5,5,14,8,2,2,15,,31,5,,,11,2,4,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25042,Escuela Tomas Bata,3032957,1,,1,0,1,30,1,19,1,7,16,,98,4,,,15,1,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25042,Escuela Tomas Bata,3032967,2,,6,2,1,22,5,30,2,3,12,,92,5,,,10,4,2,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25042,Escuela Tomas Bata,3032977,3,,6,5,2,30,9,25,1,5,20,,75,8,,,4,4,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25042,Escuela Tomas Bata,3032987,4,,1,3,2,37,3,21,0,7,14,,87,8,,,10,3,9,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25042,Escuela Tomas Bata,3032997,5,,5,2,3,34,6,18,1,4,13,,83,8,,,10,1,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25042,Escuela Tomas Bata,3033007,6,,4,4,0,29,6,22,2,1,18,,100,5,,,5,8,2,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25042,Escuela Tomas Bata,3033017,7,,3,1,2,30,7,15,3,8,20,,96,4,,,6,0,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25042,Escuela Tomas Bata,3033027,8,,5,2,5,16,9,30,5,3,28,,74,5,,,10,8,2,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25042,Escuela Tomas Bata,3033037,9,,2,0,0,34,8,18,4,5,16,,85,9,,,8,3,1,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25042,Escuela Tomas Bata,3033047,10,,3,3,2,29,6,18,1,3,20,,88,2,,,14,5,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25042,Escuela Tomas Bata,3033057,11,,1,3,4,34,6,23,2,2,29,,88,6,,,13,0,0,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25042,Escuela Tomas Bata,3033067,12,,3,5,3,26,13,20,2,3,21,,93,5,,,9,4,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25043,Escuela Fidelia C. De Sanchez,3032287,1,,4,0,2,26,5,24,0,8,23,,70,7,,,19,3,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25043,Escuela Fidelia C. De Sanchez,3032297,2,,2,3,3,24,9,32,1,3,22,,77,1,,,20,6,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25043,Escuela Fidelia C. De Sanchez,3032307,3,,7,2,7,10,15,37,1,6,17,,69,4,,,19,5,0,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25043,Escuela Fidelia C. De Sanchez,3032317,4,,1,2,5,26,7,24,4,0,25,,79,7,,,15,5,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25043,Escuela Fidelia C. De Sanchez,3032327,5,,2,2,6,19,14,23,2,4,32,,71,8,,,17,3,4,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25043,Escuela Fidelia C. De Sanchez,3032337,6,,0,1,1,19,15,23,1,8,32,,66,10,,,16,3,2,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25043,Escuela Fidelia C. De Sanchez,3032347,7,,7,0,4,16,8,28,0,2,17,,76,5,,,22,3,2,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25043,Escuela Fidelia C. De Sanchez,3032357,8,,0,2,4,27,9,30,4,2,13,,73,5,,,16,4,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25043,Escuela Fidelia C. De Sanchez,3032367,9,,1,4,5,33,9,23,3,3,15,,96,3,,,9,1,1,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25043,Escuela Fidelia C. De Sanchez,3032377,10,,2,2,2,12,10,13,1,3,18,,74,9,,,14,1,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25043,Escuela Fidelia C. De Sanchez,3032387,11,,2,1,3,18,20,16,1,2,17,,66,7,,,13,5,2,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3033937,1,,3,2,10,8,8,47,2,6,32,,34,4,,,6,3,6,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3033947,2,,2,3,9,4,7,56,4,6,26,,33,2,,,10,5,1,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3033957,3,,5,1,10,11,8,44,3,9,23,,30,5,,,5,2,9,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3033967,4,,2,0,4,7,9,73,4,5,22,,25,6,,,10,8,7,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3033977,5,,4,0,8,9,6,55,5,6,21,,43,2,,,14,7,1,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3033987,6,,2,2,12,8,4,51,1,8,28,,52,3,,,4,7,13,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3033997,7,,4,1,7,5,5,57,2,10,18,,38,5,,,5,3,8,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3034007,8,,5,2,13,12,12,34,4,10,18,,32,6,,,6,3,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3034017,9,,4,0,9,6,13,50,1,8,24,,37,7,,,9,8,6,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3034027,10,,2,0,9,3,8,59,5,11,12,,32,6,,,5,8,4,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3034037,11,,2,1,6,9,8,42,6,11,27,,44,3,,,8,4,12,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3034047,12,,6,2,3,15,10,46,1,6,24,,44,2,,,7,7,6,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3034057,13,,4,2,7,15,14,52,3,11,18,,33,4,,,5,7,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3034067,14,,6,2,10,14,14,46,3,3,25,,35,4,,,8,4,10,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3034077,15,,5,2,7,8,6,31,1,14,32,,34,7,,,12,5,4,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3034087,16,,4,1,10,6,11,53,2,13,13,,41,5,,,7,4,3,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3034097,17,,3,0,22,2,13,57,1,3,28,,38,2,,,2,5,1,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25044,Unidad Educativa Villa De Urkupiña,3034107,18,,0,1,2,2,3,24,0,0,5,,8,2,,,2,0,2,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031627,1,,4,3,16,23,11,13,5,13,21,,27,3,,,12,4,11,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031637,2,,3,4,13,8,16,14,1,11,29,,33,9,,,21,8,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031647,3,,3,2,9,12,16,22,5,9,26,,31,6,,,19,4,9,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031657,4,,6,4,14,11,13,18,2,11,24,,34,3,,,15,5,7,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031667,5,,2,3,17,12,10,22,1,8,23,,33,5,,,10,8,11,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031677,6,,4,2,13,8,18,27,5,10,32,,27,3,,,14,2,4,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031687,7,,1,3,16,14,16,28,3,10,18,,40,4,,,10,3,13,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031697,8,,3,2,10,13,15,11,4,8,25,,44,5,,,26,5,12,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031707,9,,3,2,19,7,16,12,3,10,20,,34,7,,,11,5,8,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031717,10,,1,4,8,11,8,27,4,18,19,,29,4,,,9,2,17,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031727,11,,10,6,11,15,16,17,2,5,19,,52,4,,,14,4,12,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031737,12,,3,5,10,8,14,21,1,10,17,,36,8,,,7,3,14,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031747,13,,4,2,14,14,9,14,1,10,24,,44,7,,,16,4,7,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031757,14,,6,1,12,14,17,23,4,8,29,,33,6,,,6,6,5,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031767,15,,6,3,11,11,12,22,3,10,27,,33,5,,,15,3,13,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031777,16,,7,2,8,16,9,21,5,15,26,,37,5,,,4,3,9,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031787,17,,3,2,18,19,27,20,3,11,25,,42,4,,,5,5,6,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25045,Unidad Educativa Villa Moderna,3031797,18,,7,3,3,15,11,17,1,7,14,,18,8,,,6,3,8,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25046,Unidad Educativa Ironcollo,3033667,1,,1,2,8,13,10,14,0,10,33,,20,4,,,10,5,45,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25046,Unidad Educativa Ironcollo,3033677,2,,4,4,10,9,2,22,1,9,25,,17,3,,,13,3,56,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25046,Unidad Educativa Ironcollo,3033687,3,,4,7,13,6,5,13,1,14,24,,16,6,,,12,1,51,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25046,Unidad Educativa Ironcollo,3033697,4,,4,0,13,7,5,30,1,8,29,,14,2,,,9,3,55,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25046,Unidad Educativa Ironcollo,3033707,5,,0,1,10,9,9,23,0,7,22,,25,4,,,7,3,48,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25046,Unidad Educativa Ironcollo,3033717,6,,1,0,12,10,10,20,0,8,18,,25,3,,,5,4,43,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25046,Unidad Educativa Ironcollo,3033727,7,,2,4,6,10,8,29,1,8,23,,22,2,,,15,5,30,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25046,Unidad Educativa Ironcollo,3033737,8,,0,2,14,5,6,26,0,11,32,,20,0,,,13,5,41,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25046,Unidad Educativa Ironcollo,3033747,9,,1,0,5,8,3,20,1,6,21,,27,4,,,8,4,43,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25046,Unidad Educativa Ironcollo,3033757,10,,4,4,8,6,6,17,1,19,23,,27,4,,,15,1,37,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25046,Unidad Educativa Ironcollo,3033767,11,,2,2,17,3,4,17,1,9,44,,28,0,,,8,3,44,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25046,Unidad Educativa Ironcollo,3033777,12,,0,2,6,11,8,29,1,17,15,,22,4,,,11,2,52,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25046,Unidad Educativa Ironcollo,3033787,13,,0,1,13,7,6,25,2,9,20,,22,1,,,9,4,42,,,
9,Quillacollo,1,Quillacollo,934,Quillacollo,25046,Unidad Educativa Ironcollo,3033797,14,,0,0,4,0,2,0,0,1,1,,2,1,,,1,1,5,,,
