CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,MTS,SOMOS,JACHAJAKISASOLFESORC,AORA,PATRIA-ORURO,A-UPP,NGP,LIBRE,PDC,UN,APB-SUMATE,P.P.,FRI
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010301,3,8,21,32,6,12,4,19,17,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010311,4,9,23,31,24,15,3,14,21,,1,7,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010321,5,4,17,32,16,10,10,15,20,,5,3,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010331,6,7,15,32,15,16,11,11,15,,4,11,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010341,7,8,25,34,10,11,3,20,11,,5,6,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010351,8,7,24,30,12,16,5,19,33,,4,3,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010361,9,9,15,44,7,8,7,16,25,,3,9,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010371,10,9,29,37,16,10,3,12,17,,3,5,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010381,11,6,20,34,19,14,6,18,20,,2,8,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010391,12,6,19,26,9,12,6,22,25,,3,4,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010401,13,9,23,39,11,14,3,17,23,,4,8,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010411,14,8,25,30,9,14,8,16,20,,4,3,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010421,15,6,19,20,6,16,9,22,23,,3,5,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010431,16,9,18,33,13,14,9,11,17,,5,4,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010441,17,9,18,35,13,6,12,16,21,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010451,18,1,5,4,4,4,4,1,4,,2,0,,
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009761,1,7,26,35,8,10,11,10,26,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009771,2,7,21,44,11,17,4,16,19,,2,12,,
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009781,3,10,20,28,10,20,10,18,19,,4,14,,
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009791,4,6,22,23,12,13,15,10,17,,4,12,,
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009801,5,4,24,29,12,9,13,15,17,,5,3,,
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009811,6,5,20,41,13,13,4,11,19,,4,8,,
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009821,7,8,15,31,13,19,10,19,21,,5,3,,
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009831,8,7,15,37,8,13,7,19,19,,5,11,,
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009841,9,1,4,12,2,2,5,3,4,,0,1,,
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009851,1,10,15,30,11,12,7,12,18,,5,13,,
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009861,2,8,13,31,13,13,8,10,23,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009871,3,3,22,19,19,20,6,14,21,,3,10,,
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009881,4,7,19,16,10,15,4,18,28,,10,5,,
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009891,5,5,8,13,3,5,3,10,5,,0,3,,
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009901,1,7,14,34,16,11,6,10,23,,5,9,,
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009911,2,5,21,33,9,9,6,17,24,,6,9,,
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009921,3,10,16,39,8,15,7,9,25,,7,7,,
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009931,4,5,16,32,14,9,11,19,18,,6,9,,
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009941,5,13,15,30,9,7,5,10,25,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009951,6,2,20,38,9,15,6,18,24,,4,11,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009491,1,10,17,20,13,11,11,12,24,,7,12,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009501,2,6,18,28,19,18,4,12,23,,4,6,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009511,3,12,14,35,13,17,9,15,24,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009521,4,8,22,32,19,11,6,18,27,,5,6,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009531,5,1,10,28,13,15,6,15,36,,8,3,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009541,6,5,14,36,16,11,9,9,25,,3,5,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009551,7,6,33,30,13,12,5,11,18,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009561,8,6,11,21,7,17,7,13,30,,3,5,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009571,9,7,20,30,11,10,8,14,19,,7,10,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009581,10,1,11,28,10,14,3,14,39,,7,10,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009591,11,11,11,37,15,15,13,12,31,,10,6,,
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009601,12,2,8,16,7,5,3,9,17,,1,4,,
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4009961,1,21,19,27,7,16,6,13,30,,3,5,,
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4009971,2,10,22,31,20,11,6,10,26,,2,4,,
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4009981,3,12,19,32,13,10,9,14,20,,3,5,,
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4009991,4,9,17,32,15,11,7,12,28,,0,6,,
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4010001,5,5,28,21,14,17,13,12,12,,3,11,,
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4010011,6,9,17,39,13,13,6,12,13,,5,3,,
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4010021,7,9,19,18,19,6,8,12,21,,2,6,,
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4010031,8,6,22,26,12,11,5,7,13,,3,12,,
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4010041,9,4,4,6,6,1,6,7,4,,1,4,,
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010091,1,9,22,29,12,6,6,17,13,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010101,2,11,13,40,14,9,6,18,14,,5,5,,
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010111,3,1,13,31,15,10,7,13,18,,5,6,,
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010121,4,6,9,43,13,10,5,18,13,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010131,5,13,8,43,15,8,6,9,10,,3,9,,
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010141,6,4,12,35,12,8,6,6,13,,1,10,,
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010151,7,7,20,35,15,11,4,12,16,,2,7,,
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010161,8,4,8,22,10,1,4,11,7,,1,1,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009611,1,6,16,26,7,17,5,16,36,,9,17,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009621,2,4,15,32,8,23,7,23,23,,3,7,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009631,3,7,12,32,16,13,3,20,26,,9,0,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009641,4,3,26,32,10,14,12,6,19,,7,5,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009651,5,10,12,28,13,16,6,15,41,,6,10,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009661,6,7,15,28,8,12,10,12,30,,10,11,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009671,7,4,9,24,7,14,5,14,41,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009681,8,7,7,20,11,26,12,10,27,,11,6,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009691,9,2,15,15,9,17,13,10,40,,7,5,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009701,10,3,18,20,8,13,12,15,30,,9,5,,
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009711,11,3,7,25,6,4,9,12,27,,1,7,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007521,1,6,12,31,5,20,4,8,37,,7,14,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007531,2,8,17,34,12,10,5,16,30,,4,4,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007541,3,9,21,27,11,21,13,19,22,,5,9,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007551,4,7,23,20,7,19,14,12,29,,1,2,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007561,5,11,20,37,16,13,8,9,26,,2,10,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007571,6,5,21,17,17,9,8,15,26,,3,12,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007581,7,7,19,34,11,25,7,11,22,,2,7,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007591,8,13,14,25,5,14,13,18,20,,8,9,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007601,9,7,18,28,9,12,5,13,47,,2,13,,
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007611,10,5,14,36,11,16,9,13,24,,3,10,,
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006901,1,21,17,36,10,8,9,14,21,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006911,2,14,12,39,15,14,14,13,19,,5,14,,
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006921,3,14,20,29,12,10,11,23,26,,2,15,,
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006931,4,8,13,30,9,10,10,15,23,,8,9,,
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006941,5,11,15,32,13,12,8,25,16,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006951,6,11,17,35,13,5,8,16,19,,2,9,,
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006961,7,10,12,32,11,5,10,11,23,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006971,8,6,15,38,10,6,14,11,19,,4,7,,
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006981,9,17,7,29,13,6,8,17,18,,5,7,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007621,1,12,13,31,10,16,9,21,14,,4,6,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007631,2,13,15,20,9,10,3,26,20,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007641,3,10,11,39,14,8,6,9,26,,2,9,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007651,4,17,19,28,11,6,8,17,20,,3,7,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007661,5,8,11,39,14,5,13,18,13,,3,4,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007671,6,7,17,38,12,10,11,18,21,,3,5,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007681,7,7,6,22,20,13,9,17,15,,2,8,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007691,8,5,16,35,12,11,13,19,19,,4,2,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007701,9,15,16,40,12,15,11,16,11,,4,6,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007711,10,8,8,28,13,8,5,17,15,,6,3,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007721,11,9,13,29,12,8,5,14,15,,8,5,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007731,12,11,10,29,7,11,10,16,21,,8,7,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007741,13,8,16,52,7,11,7,8,22,,4,8,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007751,14,16,7,19,18,14,10,22,17,,4,8,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007761,15,11,6,24,8,8,4,10,21,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007771,16,18,12,32,7,9,13,25,14,,2,6,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007781,17,15,15,31,15,13,8,12,21,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007791,18,14,13,35,9,5,12,16,15,,7,2,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007801,19,18,10,30,7,10,6,24,12,,4,4,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007811,20,7,15,31,9,13,8,16,25,,4,7,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007821,21,10,15,23,8,12,8,3,14,,8,11,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007831,22,10,16,28,15,12,3,15,24,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007841,23,13,14,26,17,10,11,27,18,,4,6,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007851,24,10,17,30,8,17,6,6,30,,5,7,,
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007861,25,10,16,32,7,9,7,17,21,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007871,1,24,13,32,15,12,5,18,24,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007881,2,11,9,34,6,13,12,8,27,,6,13,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007891,3,11,20,33,9,19,8,15,22,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007901,4,14,12,30,9,16,9,20,14,,1,7,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007911,5,3,11,40,14,10,10,13,21,,2,5,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007921,6,13,9,29,16,9,8,21,24,,6,7,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007931,7,14,14,29,10,10,3,21,16,,8,7,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007941,8,10,12,40,17,4,10,15,24,,6,12,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007951,9,20,16,40,14,9,6,9,12,,6,9,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007961,10,6,16,28,10,12,5,20,18,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007971,11,7,3,11,5,6,2,6,1,,0,3,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4007981,1,4,10,34,8,20,6,15,33,,5,15,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4007991,2,7,12,37,5,17,6,16,35,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008001,3,11,10,29,3,12,10,16,30,,9,17,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008011,4,6,17,38,12,11,13,14,29,,11,7,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008021,5,0,16,48,12,11,6,14,27,,7,6,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008031,6,7,15,39,6,25,7,14,23,,8,8,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008041,7,11,16,41,9,14,5,18,30,,3,10,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008051,8,1,13,41,12,14,11,18,31,,4,6,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008061,9,5,18,34,6,14,4,13,25,,6,12,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008071,10,4,21,27,13,12,5,18,33,,5,9,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008081,11,7,10,30,5,11,10,14,18,,9,9,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008091,12,4,9,36,11,7,13,23,27,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008101,13,7,12,31,11,17,9,11,26,,4,15,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008111,14,8,26,29,14,12,7,13,32,,5,13,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008121,15,14,8,35,7,20,15,14,25,,5,16,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008131,16,3,20,35,10,18,12,10,37,,10,6,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008141,17,5,21,41,9,15,11,10,29,,6,9,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008151,18,6,10,26,6,12,10,16,38,,8,6,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008161,19,2,16,39,7,21,10,13,35,,4,11,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008171,20,5,20,27,6,23,10,10,34,,5,4,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008181,21,8,14,36,6,24,6,14,32,,8,8,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008191,22,3,12,40,4,16,14,9,34,,2,7,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008201,23,4,16,35,9,17,13,16,31,,6,7,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008211,24,4,20,26,18,13,11,20,30,,9,13,,
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008221,25,4,9,17,2,1,6,5,13,,2,5,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008231,1,4,17,41,14,3,11,19,24,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008241,2,5,18,43,8,12,9,14,21,,3,7,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008251,3,3,13,31,10,10,9,13,19,,3,8,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008261,4,2,17,46,9,4,5,20,17,,5,0,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008271,5,5,11,32,11,4,10,11,18,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008281,6,3,14,35,14,12,10,27,26,,3,9,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008291,7,2,21,30,14,16,6,27,18,,2,6,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008301,8,9,15,30,10,7,16,11,16,,2,7,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008311,9,4,11,36,14,10,5,15,26,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008321,10,5,13,28,14,9,11,21,25,,2,7,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008331,11,8,16,48,13,10,6,18,16,,5,11,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008341,12,3,15,34,8,13,6,24,14,,8,8,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008351,13,4,13,38,9,10,11,23,15,,2,6,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008361,14,6,13,22,9,11,13,10,23,,4,4,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008371,15,4,11,39,6,9,9,22,27,,5,10,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008381,16,3,15,52,14,14,3,17,20,,3,13,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008391,17,4,22,13,11,13,13,15,14,,3,5,,
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008401,18,8,4,21,4,5,4,13,7,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008411,1,5,14,34,6,20,7,9,35,,6,14,,
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008421,2,4,15,38,7,20,9,9,38,,5,12,,
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008431,3,3,14,30,11,9,10,14,25,,3,12,,
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008441,4,5,11,30,4,23,12,13,28,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008451,5,2,17,36,7,15,9,11,31,,13,6,,
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008461,6,6,15,27,8,17,6,7,31,,4,14,,
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008471,7,3,14,36,8,27,11,11,26,,5,10,,
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008481,8,6,13,25,7,10,14,15,38,,6,6,,
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008491,9,6,16,33,5,24,7,9,35,,2,8,,
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008501,10,8,12,23,12,15,10,14,26,,5,11,,
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008511,11,3,18,37,4,11,9,15,25,,9,14,,
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008521,12,6,22,25,9,15,9,12,26,,7,11,,
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008531,13,4,11,46,5,18,2,16,34,,8,7,,
1,Cercado,1,Oruro,2059,Oruro,136,Centro Educativo Luis Espinal,4008541,1,3,13,32,11,19,5,10,12,,6,7,,
1,Cercado,1,Oruro,2059,Oruro,136,Centro Educativo Luis Espinal,4008551,2,5,19,44,7,18,6,8,21,,1,10,,
1,Cercado,1,Oruro,2059,Oruro,136,Centro Educativo Luis Espinal,4008561,3,4,13,38,10,11,10,9,25,,6,3,,
1,Cercado,1,Oruro,2059,Oruro,136,Centro Educativo Luis Espinal,4008571,4,1,4,14,7,6,5,4,20,,4,5,,
1,Cercado,1,Oruro,2059,Oruro,137,U. E. Oruro Otawa (Secundaria),4008581,1,3,14,39,10,15,14,15,29,,3,12,,
1,Cercado,1,Oruro,2059,Oruro,137,U. E. Oruro Otawa (Secundaria),4008591,2,11,14,26,9,4,8,13,27,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,137,U. E. Oruro Otawa (Secundaria),4008601,3,4,20,40,13,10,8,7,24,,2,6,,
1,Cercado,1,Oruro,2059,Oruro,137,U. E. Oruro Otawa (Secundaria),4008611,4,7,16,37,5,13,9,25,19,,2,7,,
1,Cercado,1,Oruro,2059,Oruro,137,U. E. Oruro Otawa (Secundaria),4008621,5,2,14,40,5,10,16,11,19,,3,11,,
1,Cercado,1,Oruro,2059,Oruro,137,U. E. Oruro Otawa (Secundaria),4008631,6,3,11,36,15,13,10,9,20,,2,9,,
1,Cercado,1,Oruro,2059,Oruro,137,U. E. Oruro Otawa (Secundaria),4008641,7,4,15,36,10,15,10,23,26,,7,6,,
1,Cercado,1,Oruro,2059,Oruro,137,U. E. Oruro Otawa (Secundaria),4008651,8,7,20,34,7,12,4,17,28,,8,3,,
1,Cercado,1,Oruro,2059,Oruro,137,U. E. Oruro Otawa (Secundaria),4008661,9,8,13,27,15,12,14,15,26,,2,6,,
