CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AORA,MTS,JACHAJAKISASOLFESORC,PDC,A-UPP,P.P.,NGP,LIBRE,SOMOS,JACHA MARKA T.C.A.,PATRIA-ORURO,S.A.M. CHALLAPATA,APB-SUMATE,SUMA,UQ,IOTAYAQUIRAMD,FRI,LEAL,UN,MCSFA
2,Abaroa,1,Challapata,2084,Challapata,4,U.E. Mons. Ricardo Beni Moro,4012577,11,,27,11,5,7,31,33,0,22,,13,30,1,,,,,,,
2,Abaroa,1,Challapata,2084,Challapata,5,U.E. Antofagasta,4012587,1,,22,28,1,6,25,37,0,29,,11,11,0,,,,,,,
2,Abaroa,1,Challapata,2084,Challapata,5,U.E. Antofagasta,4012597,2,,22,12,6,7,24,27,5,27,,17,16,4,,,,,,,
2,Abaroa,1,Challapata,2084,Challapata,5,U.E. Antofagasta,4012607,3,,25,21,7,7,14,38,1,28,,13,19,3,,,,,,,
2,Abaroa,1,Challapata,2084,Challapata,5,U.E. Antofagasta,4012617,4,,13,22,9,5,30,24,2,30,,14,23,1,,,,,,,
2,Abaroa,1,Challapata,2084,Challapata,5,U.E. Antofagasta,4012627,5,,31,19,6,3,30,20,2,29,,9,12,1,,,,,,,
2,Abaroa,1,Challapata,2084,Challapata,5,U.E. Antofagasta,4012637,6,,22,12,5,5,21,27,2,27,,17,12,1,,,,,,,
2,Abaroa,1,Challapata,2084,Challapata,5,U.E. Antofagasta,4012647,7,,26,22,12,4,19,37,0,31,,16,8,4,,,,,,,
2,Abaroa,1,Challapata,2084,Challapata,5,U.E. Antofagasta,4012657,8,,14,25,6,5,15,34,2,29,,18,12,0,,,,,,,
2,Abaroa,1,Challapata,2084,Challapata,5,U.E. Antofagasta,4012667,9,,6,9,3,0,16,20,3,8,,6,11,0,,,,,,,
2,Abaroa,1,Challapata,2085,Cacachaca,2,Col. Nemecio Barrientos,4012167,1,,61,4,1,1,0,2,0,110,,1,1,1,,,,,,,
2,Abaroa,1,Challapata,2085,Cacachaca,2,Col. Nemecio Barrientos,4012177,2,,104,5,1,0,6,6,0,55,,1,1,0,,,,,,,
2,Abaroa,1,Challapata,2085,Cacachaca,2,Col. Nemecio Barrientos,4012187,3,,108,24,2,3,1,4,1,52,,2,2,0,,,,,,,
2,Abaroa,1,Challapata,2085,Cacachaca,2,Col. Nemecio Barrientos,4012197,4,,79,13,1,1,1,5,0,58,,0,3,0,,,,,,,
2,Abaroa,1,Challapata,2085,Cacachaca,2,Col. Nemecio Barrientos,4012207,5,,135,21,1,0,0,7,0,30,,0,1,1,,,,,,,
2,Abaroa,1,Challapata,2085,Cacachaca,2,Col. Nemecio Barrientos,4012217,6,,129,16,0,0,0,7,1,47,,0,0,0,,,,,,,
2,Abaroa,1,Challapata,2085,Cacachaca,2,Col. Nemecio Barrientos,4012227,7,,90,6,2,1,1,12,1,80,,3,4,1,,,,,,,
2,Abaroa,1,Challapata,2085,Cacachaca,2,Col. Nemecio Barrientos,4012237,8,,89,9,0,1,2,5,1,70,,2,4,0,,,,,,,
2,Abaroa,1,Challapata,2085,Cacachaca,2,Col. Nemecio Barrientos,4012247,9,,97,7,1,4,0,4,1,23,,0,1,1,,,,,,,
2,Abaroa,1,Challapata,2086,Culta,2,Esc. Gualberto Villarroel,4012257,1,,85,2,6,2,4,6,3,18,,0,7,2,,,,,,,
2,Abaroa,1,Challapata,2087,Cruce Culta,2,Col. Simon Bolivar,4012267,1,,36,4,2,5,5,41,1,18,,4,7,0,,,,,,,
2,Abaroa,1,Challapata,2087,Cruce Culta,2,Col. Simon Bolivar,4012277,2,,45,4,10,7,5,34,0,32,,2,5,3,,,,,,,
2,Abaroa,1,Challapata,2087,Cruce Culta,2,Col. Simon Bolivar,4012287,3,,39,2,1,6,6,31,2,22,,0,6,2,,,,,,,
2,Abaroa,1,Challapata,2087,Cruce Culta,2,Col. Simon Bolivar,4012297,4,,37,5,4,5,5,24,1,21,,1,5,0,,,,,,,
2,Abaroa,1,Challapata,2088,Ancacato,2,U.E. German Busch,4012307,1,,13,4,0,4,9,29,1,15,,4,14,0,,,,,,,
2,Abaroa,1,Challapata,2089,Huancarani,2,U.E. Huancarani,4012317,1,,42,7,2,6,6,17,0,13,,7,12,0,,,,,,,
2,Abaroa,1,Challapata,2090,Huancané,2,U.E. Huancane,4012327,1,,5,20,5,3,3,48,3,37,,6,28,2,,,,,,,
2,Abaroa,1,Challapata,2090,Huancané,2,U.E. Huancane,4012337,2,,5,11,4,1,5,18,1,22,,5,17,0,,,,,,,
2,Abaroa,1,Challapata,3021,Thola Palca,2,U.E. Tolapalca,4012347,1,,31,6,3,15,8,4,4,78,,1,2,0,,,,,,,
2,Abaroa,1,Challapata,3021,Thola Palca,2,U.E. Tolapalca,4012357,2,,6,3,0,2,1,2,0,19,,4,2,1,,,,,,,
2,Abaroa,1,Challapata,3487,Machoca Churacani,1,U. E. Churacani,4011957,1,,7,13,2,2,7,88,1,12,,3,3,0,,,,,,,
2,Abaroa,1,Challapata,3488,Central Aguas Calientes,1,U. E. Cruce Aguas Calientes,4011967,1,,70,5,3,13,8,10,2,33,,3,8,1,,,,,,,
2,Abaroa,1,Challapata,3488,Central Aguas Calientes,1,U. E. Cruce Aguas Calientes,4011977,2,,12,1,0,2,0,1,0,3,,3,2,0,,,,,,,
2,Abaroa,1,Challapata,3489,Uru Murato Wilañeque,1,U. E. Wilañeque,4011987,1,,3,4,1,1,5,64,0,0,,2,0,0,,,,,,,
2,Abaroa,1,Challapata,3490,Cayachata,1,U. E. Cayachata,4011997,1,,1,1,2,2,6,43,0,3,,2,6,0,,,,,,,
2,Abaroa,1,Challapata,3708,Cochuyo (Ayllu Collana),1,U. E. Cochuyo,4012007,1,,69,3,4,10,4,3,3,4,,1,5,4,,,,,,,
2,Abaroa,1,Challapata,3709,Chiritambo,1,U. E. Chiritambo,4012017,1,,3,1,0,5,1,4,1,8,,1,2,1,,,,,,,
2,Abaroa,1,Challapata,4459,Cusumi,26488,U.E. Cusumi,4012677,1,,12,7,0,8,2,3,0,51,,1,1,2,,,,,,,
2,Abaroa,1,Challapata,4460,Jancoñuño (Challapata),26489,U.E.Jancoñuño,4012687,1,,18,19,3,12,15,38,3,34,,7,7,1,,,,,,,
2,Abaroa,1,Challapata,4589,Río Verde,32318,U.E. Río Verde,4012697,1,,2,25,3,3,4,5,0,4,,1,8,6,,,,,,,
2,Abaroa,1,Challapata,4624,Challapampa Grande,32404,U.E. Catavicollo,4012707,1,,5,3,0,25,6,3,0,4,,2,10,1,,,,,,,
2,Abaroa,1,Challapata,4624,Challapampa Grande,32404,U.E. Catavicollo,4012717,2,,9,4,3,12,7,9,2,13,,3,2,1,,,,,,,
2,Abaroa,2,Santuario de Quillacas,2091,Santuario de Quillacas,2,U.E. Santuario de Quillacas,4012727,1,,,201,,,,,,11,,,,,,,,,,,
2,Abaroa,2,Santuario de Quillacas,2091,Santuario de Quillacas,2,U.E. Santuario de Quillacas,4012737,2,,,197,,,,,,15,,,,,,,,,,,
2,Abaroa,2,Santuario de Quillacas,2091,Santuario de Quillacas,2,U.E. Santuario de Quillacas,4012747,3,,,189,,,,,,15,,,,,,,,,,,
2,Abaroa,2,Santuario de Quillacas,2091,Santuario de Quillacas,2,U.E. Santuario de Quillacas,4012757,4,,,182,,,,,,20,,,,,,,,,,,
2,Abaroa,2,Santuario de Quillacas,2091,Santuario de Quillacas,2,U.E. Santuario de Quillacas,4012767,5,,,36,,,,,,4,,,,,,,,,,,
2,Abaroa,2,Santuario de Quillacas,2092,Sevaruyo,2,Col. Nal. Mixto Sevaruyo,4012777,1,,,64,,,,,,125,,,,,,,,,,,
2,Abaroa,2,Santuario de Quillacas,2092,Sevaruyo,2,Col. Nal. Mixto Sevaruyo,4012787,2,,,61,,,,,,119,,,,,,,,,,,
2,Abaroa,2,Santuario de Quillacas,2092,Sevaruyo,2,Col. Nal. Mixto Sevaruyo,4012797,3,,,73,,,,,,94,,,,,,,,,,,
2,Abaroa,2,Santuario de Quillacas,2092,Sevaruyo,2,Col. Nal. Mixto Sevaruyo,4012807,4,,,40,,,,,,76,,,,,,,,,,,
2,Abaroa,2,Santuario de Quillacas,2093,Soraga,2,Esc. Soraga,4012817,1,,,57,,,,,,127,,,,,,,,,,,
2,Abaroa,2,Santuario de Quillacas,2093,Soraga,2,Esc. Soraga,4012827,2,,,11,,,,,,18,,,,,,,,,,,
3,Carangas,1,Corque,2094,Corque,2,Col.  Jose Trifiro,4012887,1,35,1,16,19,17,,39,,,,,,,8,,,,,,
3,Carangas,1,Corque,2094,Corque,2,Col.  Jose Trifiro,4012897,2,44,4,14,16,16,,42,,,,,,,11,,,,,,
3,Carangas,1,Corque,2094,Corque,2,Col.  Jose Trifiro,4012907,3,35,1,29,21,11,,43,,,,,,,13,,,,,,
3,Carangas,1,Corque,2094,Corque,2,Col.  Jose Trifiro,4012917,4,35,3,22,16,21,,57,,,,,,,14,,,,,,
3,Carangas,1,Corque,2094,Corque,2,Col.  Jose Trifiro,4012927,5,31,0,15,27,25,,37,,,,,,,7,,,,,,
3,Carangas,1,Corque,2094,Corque,2,Col.  Jose Trifiro,4012937,6,41,2,16,29,10,,39,,,,,,,10,,,,,,
3,Carangas,1,Corque,2095,San José de Cala,2,Esc. Rafael Pabon,4012947,1,58,1,74,4,2,,58,,,,,,,2,,,,,,
3,Carangas,1,Corque,2095,San José de Cala,2,Esc. Rafael Pabon,4012957,2,50,2,53,5,7,,30,,,,,,,6,,,,,,
3,Carangas,1,Corque,2096,Opoqueri,2,Proyecto Cristian Childrens,4012967,1,152,0,14,9,7,,7,,,,,,,6,,,,,,
3,Carangas,1,Corque,2096,Opoqueri,2,Proyecto Cristian Childrens,4012977,2,139,2,12,4,5,,9,,,,,,,7,,,,,,
3,Carangas,1,Corque,2097,San Antonio de Nor Cala,2,U. E. San Antonio,4012987,1,221,0,10,2,1,,0,,,,,,,3,,,,,,
3,Carangas,1,Corque,2098,Payoco,2,Esc. German Busch,4012997,1,55,3,8,3,5,,14,,,,,,,1,,,,,,
3,Carangas,1,Corque,2099,Caracota,2,U.E. Ismael Montes,4013007,1,43,0,10,19,7,,26,,,,,,,2,,,,,,
3,Carangas,1,Corque,2100,Janko kala,2,Nucleo Jancocala,4013017,1,7,6,5,15,2,,22,,,,,,,42,,,,,,
3,Carangas,1,Corque,2101,Pomata,2,U.E. Franz Tamayo,4013027,1,65,10,30,6,14,,5,,,,,,,1,,,,,,
3,Carangas,1,Corque,2102,Villa Esperanza,2,U. E. Franz Tamayo   Villa Esperanza,4013037,1,12,0,10,0,1,,4,,,,,,,181,,,,,,
3,Carangas,1,Corque,2102,Villa Esperanza,2,U. E. Franz Tamayo   Villa Esperanza,4013047,2,6,0,1,0,1,,1,,,,,,,70,,,,,,
3,Carangas,1,Corque,2103,San Pedro de Huaylloco,2,U.E. Huaylloco,4013057,1,9,2,6,1,1,,25,,,,,,,83,,,,,,
3,Carangas,1,Corque,2104,Villa Tarucachi,2,U.E. Villa Tarucachi,4013067,1,27,1,13,21,7,,21,,,,,,,2,,,,,,
3,Carangas,1,Corque,2105,Laca Laca Quita Quita,2,Col. Quita Quita,4013077,1,4,4,3,0,6,,25,,,,,,,52,,,,,,
3,Carangas,1,Corque,2106,Co.Central V.Copacabana,2,U.E. Villa Copacabana,4013087,1,105,3,11,5,16,,10,,,,,,,3,,,,,,
3,Carangas,1,Corque,3022,Villa Nueva,2,Esc. Seccional Villa Nueva,4013097,1,7,1,1,1,0,,13,,,,,,,24,,,,,,
3,Carangas,1,Corque,3426,Andapata Lupe,1,Esc. Central Andapata Lupe,4012837,1,23,0,18,3,2,,34,,,,,,,23,,,,,,
3,Carangas,1,Corque,3648,Humamarca,1,U.E. Humamarca,4012847,1,78,0,16,1,1,,1,,,,,,,3,,,,,,
3,Carangas,1,Corque,3704,Condoriri (Ayllu Copiasa),1,U. E. Condoriri,4012857,1,31,2,92,6,9,,5,,,,,,,0,,,,,,
3,Carangas,1,Corque,3710,Villa Remedios,1,Esc. Seccional Villa Remedios,4012867,1,35,1,5,3,6,,22,,,,,,,4,,,,,,
3,Carangas,1,Corque,3850,Huayllapacha,1,U.E. Huayllapacha,4012877,1,2,1,13,26,39,,2,,,,,,,0,,,,,,
3,Carangas,1,Corque,4665,Comunidad Centro Bolívar del Ayllu Mallcunaca,32511,U. E. Pichacani,4013107,1,14,1,8,5,4,,23,,,,,,,157,,,,,,
3,Carangas,1,Corque,4666,Comunidad Antacahua,32512,Casa Comunal Antacahua,4013117,1,9,1,4,0,23,,17,,,,,,,34,,,,,,
3,Carangas,1,Corque,4667,Comunidad Ancaravi,32513,U. E. Ancaravi,4013127,1,19,0,4,2,27,,12,,,,,,,20,,,,,,
3,Carangas,1,Corque,4668,Comunidad Originaria de Playa Verde del Ayllu Huacalluma,32514,U. E. Playa Verde,4013137,1,10,0,6,3,1,,2,,,,,,,64,,,,,,
3,Carangas,2,Choquecota,2107,Choquecota,2,Esc. Jose Ballivian,4013147,1,56,,75,62,,,,,,,,,,,,,,,,
3,Carangas,2,Choquecota,2107,Choquecota,2,Esc. Jose Ballivian,4013157,2,69,,59,61,,,,,,,,,,,,,,,,
3,Carangas,2,Choquecota,2107,Choquecota,2,Esc. Jose Ballivian,4013167,3,18,,39,33,,,,,,,,,,,,,,,,
3,Carangas,2,Choquecota,2809,Andapata,2,U.E. Andapata,4013177,1,9,,37,24,,,,,,,,,,,,,,,,
4,Sajama,1,Curahuara de Carangas,2108,Curahuara de Carangas,32083,U. E. Elizardo Pérez,4013217,1,39,67,,,36,,,,,,,,,,,,,,,
4,Sajama,1,Curahuara de Carangas,2108,Curahuara de Carangas,32083,U. E. Elizardo Pérez,4013227,2,31,68,,,46,,,,,,,,,,,,,,,
4,Sajama,1,Curahuara de Carangas,2108,Curahuara de Carangas,32083,U. E. Elizardo Pérez,4013237,3,38,73,,,50,,,,,,,,,,,,,,,
4,Sajama,1,Curahuara de Carangas,2108,Curahuara de Carangas,32083,U. E. Elizardo Pérez,4013247,4,43,57,,,39,,,,,,,,,,,,,,,
4,Sajama,1,Curahuara de Carangas,2108,Curahuara de Carangas,32083,U. E. Elizardo Pérez,4013257,5,41,62,,,21,,,,,,,,,,,,,,,
4,Sajama,1,Curahuara de Carangas,2108,Curahuara de Carangas,32083,U. E. Elizardo Pérez,4013267,6,44,83,,,21,,,,,,,,,,,,,,,
4,Sajama,1,Curahuara de Carangas,2108,Curahuara de Carangas,32083,U. E. Elizardo Pérez,4013277,7,29,83,,,27,,,,,,,,,,,,,,,
4,Sajama,1,Curahuara de Carangas,2108,Curahuara de Carangas,32083,U. E. Elizardo Pérez,4013287,8,35,68,,,31,,,,,,,,,,,,,,,
4,Sajama,1,Curahuara de Carangas,2108,Curahuara de Carangas,32083,U. E. Elizardo Pérez,4013297,9,16,39,,,32,,,,,,,,,,,,,,,
4,Sajama,1,Curahuara de Carangas,2109,Sajama,2,Col. Bolivia,4013187,1,70,54,,,5,,,,,,,,,,,,,,,
4,Sajama,1,Curahuara de Carangas,2110,Caripe,2,U.E. Hacia El Mar,4013197,1,6,55,,,13,,,,,,,,,,,,,,,
4,Sajama,1,Curahuara de Carangas,2111,Lagunas,2,U.E. Litoral B,4013207,1,20,78,,,16,,,,,,,,,,,,,,,
4,Sajama,2,Turco,2112,Titiri,2,Nucleo Escolar Titiri,4013317,1,13,0,48,0,11,5,,,,,,,,,,,,,,
4,Sajama,2,Turco,2113,Huajriri,2,U.E. Asuncion De Huajrire,4013327,1,5,5,1,0,5,4,,,,,,,,,,,,,,
4,Sajama,2,Turco,2114,Chachacomani,2,U.E. Porvenir,4013337,1,19,101,33,4,18,3,,,,,,,,,,,,,,
4,Sajama,2,Turco,2114,Chachacomani,2,U.E. Porvenir,4013347,2,2,32,2,2,4,0,,,,,,,,,,,,,,
4,Sajama,2,Turco,2115,Asunción de Laca Laca,2,U.E. Eduardo Avaroa,4013357,1,6,3,25,2,38,4,,,,,,,,,,,,,,
4,Sajama,2,Turco,2810,Cosapa,32182,U.E. Nacional Cosapa,4013437,1,7,170,0,0,18,3,,,,,,,,,,,,,,
4,Sajama,2,Turco,2810,Cosapa,32182,U.E. Nacional Cosapa,4013447,2,3,120,1,2,12,2,,,,,,,,,,,,,,
4,Sajama,2,Turco,2852,Turco,2,Esc. Central Turco,4013367,1,63,9,30,9,65,15,,,,,,,,,,,,,,
4,Sajama,2,Turco,2852,Turco,2,Esc. Central Turco,4013377,2,45,8,21,11,78,18,,,,,,,,,,,,,,
4,Sajama,2,Turco,2852,Turco,2,Esc. Central Turco,4013387,3,60,13,22,16,51,19,,,,,,,,,,,,,,
4,Sajama,2,Turco,2852,Turco,2,Esc. Central Turco,4013397,4,43,4,29,5,78,30,,,,,,,,,,,,,,
4,Sajama,2,Turco,2852,Turco,2,Esc. Central Turco,4013407,5,29,2,22,5,51,19,,,,,,,,,,,,,,
4,Sajama,2,Turco,3023,Iruni,2,Esc. Gualberto Villarroel   Iruni,4013417,1,2,0,2,0,3,19,,,,,,,,,,,,,,
4,Sajama,2,Turco,3222,Crucero,2,U.E. Nuevo Porvenir,4013427,1,28,0,2,1,3,0,,,,,,,,,,,,,,
4,Sajama,2,Turco,3491,Macaya,1,Casa Comunal,4013307,1,2,8,19,5,10,0,,,,,,,,,,,,,,
5,Litoral,1,Huachacalla,2117,Huachacalla,2,U. E. Narciso Campero,4013457,1,,,110,,,,,,,,48,,,,,,,,,
5,Litoral,1,Huachacalla,2117,Huachacalla,2,U. E. Narciso Campero,4013467,2,,,65,,,,,,,,53,,,,,,,,,
5,Litoral,1,Huachacalla,2117,Huachacalla,2,U. E. Narciso Campero,4013477,3,,,121,,,,,,,,55,,,,,,,,,
5,Litoral,1,Huachacalla,2117,Huachacalla,2,U. E. Narciso Campero,4013487,4,,,95,,,,,,,,27,,,,,,,,,
5,Litoral,1,Huachacalla,2117,Huachacalla,2,U. E. Narciso Campero,4013497,5,,,93,,,,,,,,42,,,,,,,,,
5,Litoral,1,Huachacalla,2117,Huachacalla,2,U. E. Narciso Campero,4013507,6,,,42,,,,,,,,9,,,,,,,,,
5,Litoral,2,Escara,2118,Escara,2,U.E. Franz Tamayo,4013527,1,,,23,,,62,,,,,18,,66,,45,,,,,
5,Litoral,2,Escara,2118,Escara,2,U.E. Franz Tamayo,4013537,2,,,25,,,58,,,,,19,,43,,59,,,,,
5,Litoral,2,Escara,2118,Escara,2,U.E. Franz Tamayo,4013547,3,,,29,,,60,,,,,16,,38,,48,,,,,
5,Litoral,2,Escara,2118,Escara,2,U.E. Franz Tamayo,4013557,4,,,2,,,4,,,,,6,,4,,6,,,,,
5,Litoral,2,Escara,2119,Payrumani del Litoral,32084,Casa Comunal de Payrumani,4013567,1,,,7,,,51,,,,,4,,0,,6,,,,,
5,Litoral,2,Escara,3744,Centro Berlin,1,Casa Comunal,4013517,1,,,2,,,13,,,,,17,,1,,18,,,,,
5,Litoral,3,Cruz de Machacamarca,2120,Cruz de Machacamarca,2,U. E. Simón Bolívar,4013587,1,,,,,,91,,,,,100,,,,,,,,,
5,Litoral,3,Cruz de Machacamarca,2120,Cruz de Machacamarca,2,U. E. Simón Bolívar,4013597,2,,,,,,28,,,,,23,,,,,,,,,
5,Litoral,3,Cruz de Machacamarca,2121,Florida,32184,Casa Comunal de Florida,4013617,1,,,,,,91,,,,,47,,,,,,,,,
5,Litoral,3,Cruz de Machacamarca,2122,Huayllas,32085,Casa Comunal de Huayllas,4013607,1,,,,,,13,,,,,13,,,,,,,,,
5,Litoral,3,Cruz de Machacamarca,3747,Avaroa,1,Casa Comunal,4013577,1,,,,,,13,,,,,15,,,,,,,,,
5,Litoral,4,Yunguyo del Litoral,2123,Yunguyo del Litoral,2,Esc. Jose Ballivian,4013627,1,,,,,,,,,,,157,,,,,,,,,
5,Litoral,5,Esmeralda,2124,Esmeralda,32179,Corregimiento de Esmeralda,4013667,1,,2,,,,,,,,,101,,,,,,,,,
5,Litoral,5,Esmeralda,2125,Romero Pampa,2,U.E. Pedro Domingo Murillo,4013637,1,,82,,,,,,,,,22,,,,,,,,,
5,Litoral,5,Esmeralda,2126,Peña Peñani,32086,Corregimiento de Peña Peñani,4013657,1,,0,,,,,,,,,69,,,,,,,,,
5,Litoral,5,Esmeralda,2790,Belén,2,Esc. Sebastian Pagador,4013647,1,,103,,,,,,,,,58,,,,,,,,,
6,Poopó,1,Poopó,2127,Villa Poopo,2,Esc. Ismael Montes,4013697,1,,49,86,19,0,,,,19,,13,,11,,,,6,,,
6,Poopó,1,Poopó,2127,Villa Poopo,2,Esc. Ismael Montes,4013707,2,,65,84,8,0,,,,19,,8,,3,,,,2,,,
6,Poopó,1,Poopó,2127,Villa Poopo,2,Esc. Ismael Montes,4013717,3,,48,84,9,0,,,,11,,30,,12,,,,1,,,
6,Poopó,1,Poopó,2127,Villa Poopo,2,Esc. Ismael Montes,4013727,4,,41,92,19,0,,,,13,,18,,9,,,,0,,,
6,Poopó,1,Poopó,2127,Villa Poopo,2,Esc. Ismael Montes,4013737,5,,49,83,6,0,,,,22,,21,,4,,,,1,,,
6,Poopó,1,Poopó,2127,Villa Poopo,2,Esc. Ismael Montes,4013747,6,,42,90,10,0,,,,10,,40,,6,,,,3,,,
6,Poopó,1,Poopó,2127,Villa Poopo,2,Esc. Ismael Montes,4013757,7,,47,103,14,0,,,,13,,15,,4,,,,1,,,
6,Poopó,1,Poopó,2127,Villa Poopo,2,Esc. Ismael Montes,4013767,8,,41,75,20,0,,,,15,,29,,7,,,,2,,,
6,Poopó,1,Poopó,2127,Villa Poopo,2,Esc. Ismael Montes,4013777,9,,26,84,10,0,,,,15,,14,,5,,,,5,,,
6,Poopó,1,Poopó,2127,Villa Poopo,2,Esc. Ismael Montes,4013787,10,,46,84,11,0,,,,24,,28,,9,,,,2,,,
6,Poopó,1,Poopó,2127,Villa Poopo,2,Esc. Ismael Montes,4013797,11,,41,91,10,0,,,,17,,31,,9,,,,3,,,
6,Poopó,1,Poopó,2127,Villa Poopo,2,Esc. Ismael Montes,4013807,12,,47,84,9,0,,,,15,,33,,11,,,,5,,,
6,Poopó,1,Poopó,2127,Villa Poopo,2,Esc. Ismael Montes,4013817,13,,5,33,2,0,,,,2,,5,,1,,,,0,,,
6,Poopó,1,Poopó,2128,Tolapampa,2,Esc. Eduardo Avaroa,4013827,1,,8,50,8,0,,,,8,,6,,0,,,,12,,,
6,Poopó,1,Poopó,2129,Venta y Media,2,U.E. Hernando Siles,4013837,1,,17,77,4,0,,,,17,,9,,8,,,,10,,,
6,Poopó,1,Poopó,2129,Venta y Media,2,U.E. Hernando Siles,4013847,2,,10,61,1,0,,,,20,,16,,7,,,,15,,,
6,Poopó,1,Poopó,2129,Venta y Media,2,U.E. Hernando Siles,4013857,3,,10,26,1,0,,,,12,,7,,2,,,,2,,,
6,Poopó,1,Poopó,2843,Coripata,2,Esc. Mariscal Sucre,4013867,1,,8,45,2,0,,,,19,,2,,4,,,,3,,,
6,Poopó,1,Poopó,3492,Puñaca,1,Esc. Puñaca,4013677,1,,9,29,11,0,,,,14,,14,,3,,,,0,,,
6,Poopó,1,Poopó,3851,Cayumalliri,1,U.E. Libertador Simon Bolivar,4013687,1,,5,70,1,0,,,,7,,6,,2,,,,5,,,
6,Poopó,1,Poopó,4017,Catavi,25333,U.E. German Busch,4013877,1,,4,8,11,0,,,,16,,9,,2,,,,1,,,
6,Poopó,1,Poopó,4588,Central Callipampa,32316,U.E. Simón Bolívar,4013887,1,,16,33,2,0,,,,20,,113,,4,,,,3,,,
6,Poopó,2,Pazña,2130,Pazña,2,Col. Oscar Unzaga De La Vega,4013897,1,33,,50,45,,,,,,12,45,,,,,,,,,
6,Poopó,2,Pazña,2130,Pazña,2,Col. Oscar Unzaga De La Vega,4013907,2,20,,65,36,,,,,,12,43,,,,,,,,,
6,Poopó,2,Pazña,2130,Pazña,2,Col. Oscar Unzaga De La Vega,4013917,3,18,,55,45,,,,,,9,65,,,,,,,,,
6,Poopó,2,Pazña,2130,Pazña,2,Col. Oscar Unzaga De La Vega,4013927,4,28,,46,49,,,,,,8,44,,,,,,,,,
6,Poopó,2,Pazña,2131,Urmiri,2,U.E. Rafael Pabon,4013937,1,29,,14,47,,,,,,11,18,,,,,,,,,
6,Poopó,2,Pazña,2132,Peñas,2,Esc. Mariscal Sucre,4013947,1,33,,13,52,,,,,,60,6,,,,,,,,,
6,Poopó,2,Pazña,2132,Peñas,2,Esc. Mariscal Sucre,4013957,2,43,,11,32,,,,,,69,6,,,,,,,,,
6,Poopó,2,Pazña,2132,Peñas,2,Esc. Mariscal Sucre,4013967,3,29,,14,37,,,,,,91,10,,,,,,,,,
6,Poopó,2,Pazña,2133,Totoral,2,U. E. Simón Bolívar,4013977,1,42,,32,54,,,,,,23,18,,,,,,,,,
6,Poopó,2,Pazña,2133,Totoral,2,U. E. Simón Bolívar,4013987,2,22,,42,74,,,,,,15,11,,,,,,,,,
6,Poopó,2,Pazña,2133,Totoral,2,U. E. Simón Bolívar,4013997,3,13,,21,30,,,,,,11,7,,,,,,,,,
6,Poopó,2,Pazña,2134,Avicaya,2,U.E. Guillermo Gutierrez,4014007,1,102,,27,47,,,,,,6,8,,,,,,,,,
6,Poopó,2,Pazña,2134,Avicaya,2,U.E. Guillermo Gutierrez,4014017,2,36,,11,29,,,,,,11,10,,,,,,,,,
6,Poopó,3,Antequera,2135,Antequera,2,Esc. Sebastian Pagador,4014027,1,3,87,44,,,,8,16,25,21,,,,,,,,,,
6,Poopó,3,Antequera,2135,Antequera,2,Esc. Sebastian Pagador,4014037,2,3,64,38,,,,18,44,22,11,,,,,,,,,,
6,Poopó,3,Antequera,2135,Antequera,2,Esc. Sebastian Pagador,4014047,3,7,62,50,,,,8,30,21,16,,,,,,,,,,
6,Poopó,3,Antequera,2135,Antequera,2,Esc. Sebastian Pagador,4014057,4,6,65,71,,,,5,28,14,9,,,,,,,,,,
6,Poopó,3,Antequera,2135,Antequera,2,Esc. Sebastian Pagador,4014067,5,12,84,47,,,,17,24,14,6,,,,,,,,,,
6,Poopó,3,Antequera,2135,Antequera,2,Esc. Sebastian Pagador,4014077,6,5,10,5,,,,0,2,8,5,,,,,,,,,,
6,Poopó,3,Antequera,2136,Chalguamayu,2,Esc. Mariscal Antonio Jose De Sucre,4014087,1,2,25,42,,,,4,19,20,38,,,,,,,,,,
6,Poopó,3,Antequera,2137,Tutuni,25622,U.E. 25 de Julio,4014117,1,9,11,12,,,,1,7,42,5,,,,,,,,,,
6,Poopó,3,Antequera,4128,Iruma Vinto,25545,U.E. Franz Tamayo,4014097,1,1,43,12,,,,18,5,0,10,,,,,,,,,,
6,Poopó,3,Antequera,4438,Ticaña,26333,Casa Comunal,4014107,1,11,47,9,,,,1,4,4,2,,,,,,,,,,
7,Pantaleón Dalence,1,Huanuni,2139,Huanuni,1,Esc. Eduardo Avaroa,4014127,1,,,61,,19,23,,,10,,29,,,,,26,16,,,
7,Pantaleón Dalence,1,Huanuni,2139,Huanuni,1,Esc. Eduardo Avaroa,4014137,2,,,62,,24,23,,,13,,36,,,,,13,28,,,
7,Pantaleón Dalence,1,Huanuni,2139,Huanuni,1,Esc. Eduardo Avaroa,4014147,3,,,59,,21,29,,,6,,38,,,,,6,29,,,
7,Pantaleón Dalence,1,Huanuni,2139,Huanuni,1,Esc. Eduardo Avaroa,4014157,4,,,74,,16,22,,,8,,40,,,,,11,14,,,
7,Pantaleón Dalence,1,Huanuni,2139,Huanuni,1,Esc. Eduardo Avaroa,4014167,5,,,42,,31,23,,,11,,37,,,,,12,24,,,
