CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PDC,VENCEREMOS,JALLALLA LP,IH,PATRIA-SOL,MTS,FRI,SPBC,ASLP,APB-SUMATE,M.P.S.,A-UPP,UPC,ASP,VIDA,LIBRE,NGP
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013391,2,6,6,7,39,48,11,1,4,11,3,1,2,2,8,8,13,11
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013401,3,2,22,4,39,46,9,1,7,13,6,3,5,6,1,8,15,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013411,4,3,16,3,25,55,10,2,25,7,2,7,4,2,2,2,18,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013421,5,4,12,7,35,32,8,0,8,18,3,7,2,8,3,8,15,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013431,6,3,11,6,32,32,8,4,15,7,7,3,3,2,3,4,16,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013441,7,6,14,3,33,39,11,2,4,16,6,5,6,5,3,2,13,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013451,8,5,9,7,36,26,13,3,5,28,5,5,1,6,1,9,5,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013461,9,3,12,4,30,41,10,4,9,19,1,12,3,4,5,5,17,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013471,10,6,19,6,36,29,10,9,3,15,5,5,5,5,3,9,11,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013481,11,2,19,4,39,41,13,1,2,14,5,2,1,4,4,9,17,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013491,12,6,13,7,31,42,12,2,5,23,4,2,3,5,5,7,15,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013501,13,2,13,5,38,60,4,2,4,12,2,2,5,5,2,9,14,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013511,14,3,21,6,28,56,11,1,6,15,5,2,3,7,3,6,19,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013521,15,2,22,2,32,38,7,1,5,8,6,4,9,7,1,10,15,14
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013531,16,2,10,5,37,39,14,1,8,24,6,1,1,6,5,7,19,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013541,17,2,11,2,36,44,8,4,6,8,4,3,1,5,3,9,14,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013551,18,0,11,4,37,36,15,3,7,19,6,2,2,3,2,1,15,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013561,19,4,5,9,39,22,11,3,6,13,5,3,4,7,5,6,7,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013571,20,5,13,6,35,25,14,3,6,10,2,5,5,11,2,8,12,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013581,21,1,16,6,32,42,11,8,15,17,5,1,4,5,4,3,18,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013591,22,1,14,3,36,45,16,1,7,22,2,2,2,2,3,8,12,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013601,23,4,21,4,24,44,10,3,5,15,3,6,3,6,4,5,14,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013611,24,2,16,3,41,36,9,2,5,18,7,4,2,6,5,5,22,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013621,25,6,10,3,32,47,9,2,8,20,6,4,5,5,4,6,12,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013631,26,3,7,4,32,24,15,2,4,19,1,10,4,5,6,8,13,17
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013641,27,3,11,8,36,30,17,3,8,20,8,3,5,3,4,4,9,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013651,28,1,14,2,41,58,13,2,4,19,5,4,0,2,2,4,8,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013661,29,3,15,3,36,56,13,1,4,21,4,2,2,7,6,5,9,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013671,30,2,15,6,36,35,10,3,6,16,3,3,3,3,3,9,21,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013681,31,3,8,6,41,44,13,1,2,15,4,5,4,5,3,5,13,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013691,32,1,22,5,26,50,11,1,7,17,7,2,4,9,3,7,17,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013701,33,4,16,9,27,51,7,4,3,21,3,12,2,2,5,6,10,12
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,U. E. Sergio Suarez Figueroa,2013711,34,2,10,5,15,29,7,1,2,11,4,2,3,1,1,5,7,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,302,U. E. Americana,2014321,1,0,25,7,13,86,9,1,0,16,1,3,0,4,6,2,26,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,302,U. E. Americana,2014331,2,3,32,2,19,64,7,1,3,15,6,1,3,3,7,3,17,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,302,U. E. Americana,2014341,3,2,24,2,22,62,14,2,4,9,5,5,1,2,5,8,18,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,302,U. E. Americana,2014351,4,1,32,4,16,68,11,0,2,12,4,4,3,3,3,3,19,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,302,U. E. Americana,2014361,5,2,32,5,22,71,6,1,1,19,3,0,1,7,2,8,9,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,302,U. E. Americana,2014371,6,3,24,8,14,67,10,0,2,18,1,2,1,4,4,1,13,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,303,U.E. Natalia Palacios,2012741,1,1,33,3,13,69,11,1,2,17,3,3,2,3,4,2,21,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,303,U.E. Natalia Palacios,2012751,2,1,30,4,9,73,6,1,5,14,2,1,1,4,4,2,15,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,303,U.E. Natalia Palacios,2012761,3,1,31,4,17,67,11,3,5,10,2,3,3,5,7,4,13,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,303,U.E. Natalia Palacios,2012771,4,2,26,1,11,83,7,1,0,17,2,0,5,4,7,4,22,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,303,U.E. Natalia Palacios,2012781,5,2,32,3,17,78,10,2,7,13,4,3,0,1,1,3,16,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,303,U.E. Natalia Palacios,2012791,6,1,28,4,15,85,8,3,3,18,0,3,3,2,7,2,16,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,303,U.E. Natalia Palacios,2012801,7,2,25,1,20,63,10,0,5,15,1,3,4,2,6,1,22,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,303,U.E. Natalia Palacios,2012811,8,1,32,1,22,65,11,2,3,14,6,1,2,3,1,5,9,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,303,U.E. Natalia Palacios,2012821,9,2,34,8,13,77,7,0,1,14,2,2,2,4,1,3,17,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,303,U.E. Natalia Palacios,2012831,10,1,38,5,20,68,8,0,6,15,1,1,1,3,5,6,16,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,303,U.E. Natalia Palacios,2012841,11,1,12,3,9,37,6,0,1,14,0,0,0,2,0,1,4,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,304,U. E. San Simón de Ayacucho A,2000111,1,2,17,2,16,62,10,0,5,13,1,1,0,3,8,3,18,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,304,U. E. San Simón de Ayacucho A,2000121,2,8,20,9,21,53,12,1,1,15,4,1,2,2,4,6,9,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,304,U. E. San Simón de Ayacucho A,2000131,3,1,30,3,16,41,7,1,7,21,2,2,2,5,4,3,11,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,304,U. E. San Simón de Ayacucho A,2000141,4,7,16,2,15,70,7,2,4,13,3,2,1,6,0,3,12,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,304,U. E. San Simón de Ayacucho A,2000151,5,2,31,1,10,57,12,12,3,15,1,1,0,4,8,4,24,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,304,U. E. San Simón de Ayacucho A,2000161,6,2,20,5,19,49,7,0,4,18,1,1,1,6,2,2,13,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,304,U. E. San Simón de Ayacucho A,2000171,7,5,23,3,16,56,7,1,4,11,4,1,0,5,6,3,8,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,304,U. E. San Simón de Ayacucho A,2000181,8,0,12,1,5,25,5,0,1,7,1,2,1,2,2,3,14,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,305,U. E. Nuestra Señora de La Paz II,2014381,1,3,24,7,17,66,6,2,5,20,2,1,1,2,5,2,15,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,305,U. E. Nuestra Señora de La Paz II,2014391,2,3,33,5,20,49,6,0,7,14,3,6,1,1,6,1,12,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,305,U. E. Nuestra Señora de La Paz II,2014401,3,2,30,6,14,66,6,1,4,28,1,2,1,1,5,6,17,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,305,U. E. Nuestra Señora de La Paz II,2014411,4,3,30,4,18,72,2,1,4,11,1,4,3,3,3,2,15,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,305,U. E. Nuestra Señora de La Paz II,2014421,5,5,18,3,19,48,11,1,3,13,4,1,3,3,6,3,19,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,305,U. E. Nuestra Señora de La Paz II,2014431,6,5,3,3,7,22,4,2,2,6,1,0,0,4,1,1,7,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,308,U. E. Santa Ana II,2000191,1,4,32,3,8,85,11,0,1,29,5,5,4,1,1,1,10,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,308,U. E. Santa Ana II,2000201,2,4,37,3,13,67,5,1,0,16,5,4,0,3,3,5,14,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,308,U. E. Santa Ana II,2000211,3,2,25,2,17,71,15,0,1,21,2,1,1,3,3,2,13,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,308,U. E. Santa Ana II,2000221,4,2,36,5,14,74,11,2,3,13,2,1,2,2,2,1,12,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,308,U. E. Santa Ana II,2000231,5,3,29,0,13,74,8,1,1,18,1,4,1,2,1,1,12,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,308,U. E. Santa Ana II,2000241,6,1,38,2,17,84,5,0,1,19,4,0,0,1,0,2,12,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,308,U. E. Santa Ana II,2000251,7,1,9,2,4,23,4,1,1,8,1,0,0,1,1,0,2,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001311,1,5,25,5,13,87,6,1,2,19,3,0,2,0,4,3,18,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001321,2,2,22,2,16,95,6,1,3,15,2,0,1,2,7,0,23,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001331,3,0,33,4,14,74,10,1,2,23,1,1,1,0,2,1,25,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001341,4,1,34,3,14,84,9,1,0,21,2,2,1,4,3,5,21,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001351,5,4,21,1,19,82,7,3,3,24,5,1,1,2,2,1,22,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001361,6,2,26,3,20,79,8,0,3,24,2,1,2,1,4,11,18,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001371,7,4,30,5,21,76,9,3,3,18,1,2,1,2,4,0,14,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001381,8,2,32,6,15,77,9,2,4,19,2,0,0,2,5,1,18,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001391,9,3,30,2,20,83,3,2,6,13,0,0,0,3,5,4,19,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001401,10,2,40,4,12,90,7,0,1,14,1,2,0,2,4,0,15,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001411,11,1,34,1,9,84,8,1,1,18,1,1,0,2,4,2,17,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001421,12,1,36,1,19,72,11,0,3,10,2,0,3,2,4,3,24,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001431,13,1,30,3,16,82,5,0,0,25,1,0,0,3,4,2,22,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001441,14,3,25,2,17,71,8,0,2,18,4,3,1,3,5,6,16,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001451,15,1,33,4,12,95,2,1,1,18,0,1,1,0,6,1,15,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001461,16,0,28,2,13,91,5,2,5,19,0,0,2,2,5,1,20,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001471,17,3,19,1,9,98,6,1,1,18,0,1,0,6,5,2,15,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001481,18,2,30,5,14,91,2,1,5,12,5,2,0,0,8,0,18,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001491,19,1,39,0,21,78,7,1,2,15,0,2,2,4,2,0,24,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001501,20,3,22,2,19,61,17,0,2,19,2,5,1,5,5,2,17,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001511,21,2,16,2,13,101,8,0,1,19,2,0,1,1,4,1,18,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001521,22,1,20,1,14,90,9,3,2,19,1,1,0,3,2,1,24,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001531,23,4,32,2,20,86,1,2,0,20,1,2,0,0,4,1,17,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001541,24,0,30,1,19,82,3,0,3,21,2,0,0,5,1,2,25,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,U.E. Hugo Dávila A,2001551,25,3,14,1,10,48,1,1,3,12,2,2,1,1,5,2,11,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001561,1,0,28,4,12,99,6,1,3,13,3,0,1,1,2,1,15,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001571,2,2,40,3,9,92,8,1,1,20,1,2,1,1,2,1,22,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001581,3,3,23,6,13,104,9,0,3,20,0,0,0,0,1,1,23,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001591,4,1,31,4,13,102,8,0,4,16,2,2,1,1,6,4,11,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001601,5,2,38,3,10,91,3,2,0,15,1,2,2,3,3,0,18,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001611,6,1,27,1,12,107,6,1,2,20,0,0,3,0,4,0,24,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001621,7,3,27,4,10,83,7,0,4,18,0,1,0,2,4,2,16,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001631,8,0,29,3,13,112,5,0,0,15,1,1,2,1,3,2,15,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001641,9,0,33,0,8,110,9,0,4,17,0,2,0,0,1,1,14,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001651,10,2,33,0,8,88,8,2,1,28,3,1,2,2,1,4,15,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001661,11,0,35,2,13,96,4,1,0,17,3,0,0,0,3,0,24,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001671,12,1,47,0,12,96,2,1,1,10,1,2,0,0,3,0,22,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001681,13,1,25,3,8,94,7,1,2,17,3,0,1,2,8,1,24,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001691,14,3,28,0,16,106,2,3,1,20,0,0,0,1,3,1,20,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,U.E. Miguel de Cervantes Saavedra,2001701,15,0,5,0,1,22,0,0,0,1,1,0,0,0,0,0,4,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001711,1,0,29,3,8,99,7,2,4,16,1,2,1,2,1,3,19,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001721,2,2,35,0,12,95,2,1,3,21,4,1,1,4,3,1,16,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001731,3,2,37,5,13,77,4,2,3,14,1,4,0,0,2,4,18,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001741,4,3,23,6,14,84,6,0,4,14,2,0,0,3,4,0,17,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001751,5,2,41,7,8,92,7,0,2,14,2,1,3,4,4,4,11,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001761,6,0,34,2,13,89,5,0,2,13,4,2,1,0,2,2,17,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001771,7,0,40,4,13,67,4,2,2,14,3,2,0,1,3,2,13,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001781,8,2,34,6,10,74,5,0,5,24,5,0,0,5,1,1,10,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001791,9,0,36,1,7,82,8,2,6,18,4,1,1,2,5,3,24,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001801,10,2,30,3,12,93,6,0,1,17,3,0,0,2,3,1,21,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001811,11,2,40,2,14,78,8,0,3,18,4,0,0,0,2,1,18,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001821,12,5,26,2,16,65,10,0,7,16,3,2,0,5,3,1,19,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001831,13,3,30,3,11,103,2,0,1,12,6,1,0,2,1,2,21,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001841,14,2,31,4,12,72,7,1,4,20,3,0,0,1,1,1,27,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001851,15,2,44,5,8,81,10,0,2,13,4,2,1,2,0,0,17,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001861,16,3,37,4,5,88,6,1,2,14,0,0,0,2,5,1,18,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,U.E. República de Panamá,2001871,17,0,15,0,7,42,1,1,3,11,1,2,0,0,1,1,8,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,405,E.S.F.M.E.F.D. Antonio José de Sucre,2002321,1,2,29,1,11,100,8,1,3,12,2,0,1,1,1,1,19,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,405,E.S.F.M.E.F.D. Antonio José de Sucre,2002331,2,0,31,3,17,97,6,0,5,18,3,3,0,1,1,1,10,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,405,E.S.F.M.E.F.D. Antonio José de Sucre,2002341,3,0,37,2,12,86,9,1,3,19,2,0,0,1,2,2,13,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,405,E.S.F.M.E.F.D. Antonio José de Sucre,2002351,4,1,36,0,13,86,6,1,7,24,2,0,3,1,1,2,14,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,405,E.S.F.M.E.F.D. Antonio José de Sucre,2002361,5,0,43,0,5,99,13,1,1,12,0,0,1,2,2,0,19,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,405,E.S.F.M.E.F.D. Antonio José de Sucre,2002371,6,1,45,3,8,89,9,1,1,9,0,0,1,1,3,1,23,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,405,E.S.F.M.E.F.D. Antonio José de Sucre,2002381,7,4,38,2,21,91,10,0,3,16,2,1,1,1,2,1,17,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,407,U.E. Felipe Segundo Guzman,2002391,1,0,26,2,16,93,8,0,2,8,3,1,1,1,4,2,15,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,407,U.E. Felipe Segundo Guzman,2002401,2,4,30,0,15,86,7,1,5,13,6,3,0,2,0,3,13,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,407,U.E. Felipe Segundo Guzman,2002411,3,3,27,5,12,69,6,6,4,14,2,3,1,3,3,2,19,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,407,U.E. Felipe Segundo Guzman,2002421,4,4,47,4,15,68,8,2,2,14,3,1,1,0,0,0,17,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,407,U.E. Felipe Segundo Guzman,2002431,5,2,29,1,15,72,5,3,2,12,2,3,0,1,3,2,19,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,407,U.E. Felipe Segundo Guzman,2002441,6,4,22,4,11,63,7,4,2,18,5,4,5,2,4,6,17,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,407,U.E. Felipe Segundo Guzman,2002451,7,0,22,1,16,85,8,2,2,12,7,0,0,1,6,5,18,5
