CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PDC,VENCEREMOS,JALLALLA LP,IH,PATRIA-SOL,MTS,FRI,SPBC,ASLP,APB-SUMATE,M.P.S.,A-UPP,UPC,ASP,VIDA,LIBRE,NGP
1,Murillo,5,El Alto,820,El Alto,1804,U.E. La Paz,2037311,10,9,14,5,11,24,18,7,3,7,1,1,3,8,2,14,22,14
1,Murillo,5,El Alto,820,El Alto,1804,U.E. La Paz,2037321,11,9,12,2,13,33,12,3,0,15,3,3,4,10,2,14,17,16
1,Murillo,5,El Alto,820,El Alto,1804,U.E. La Paz,2037331,12,7,13,7,10,25,21,7,1,10,3,5,4,15,3,14,9,17
1,Murillo,5,El Alto,820,El Alto,1804,U.E. La Paz,2037341,13,8,6,5,9,31,11,3,4,16,4,11,4,8,5,14,12,15
1,Murillo,5,El Alto,820,El Alto,1804,U.E. La Paz,2037351,14,8,12,5,12,33,8,3,2,14,4,5,6,8,6,11,11,13
1,Murillo,5,El Alto,820,El Alto,1804,U.E. La Paz,2037361,15,3,13,4,8,29,21,3,6,9,4,5,6,5,6,8,10,10
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036451,1,10,4,7,14,21,17,4,0,17,3,6,8,16,2,18,0,12
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036461,2,13,8,5,13,19,15,3,3,19,4,5,12,13,5,17,6,11
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036471,3,15,7,7,9,22,27,5,4,10,2,5,4,14,0,14,6,18
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036481,4,4,8,6,11,19,13,3,0,16,4,4,6,14,0,29,14,22
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036491,5,12,2,8,9,16,10,4,3,6,7,8,8,20,4,22,3,18
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036501,6,8,2,7,12,26,15,4,0,6,2,6,6,14,0,25,11,11
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036511,7,8,5,13,10,17,22,5,1,6,4,3,5,19,5,21,11,11
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036521,8,10,11,7,9,15,19,7,2,8,4,9,9,11,0,20,4,11
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036531,9,10,11,7,11,13,20,3,4,4,3,4,5,10,0,21,7,10
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036541,10,14,5,5,6,12,15,2,2,14,5,7,7,8,3,19,9,21
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036551,11,7,9,9,10,17,20,6,1,13,4,4,4,12,3,18,8,18
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036561,12,10,9,2,9,30,22,0,3,10,2,9,7,14,0,12,11,11
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036571,13,14,11,11,9,14,20,2,1,12,1,3,4,16,1,11,6,17
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036581,14,13,6,8,8,18,26,4,1,8,0,10,7,19,0,8,6,23
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036591,15,10,2,3,20,12,3,2,4,15,2,6,12,16,2,20,6,15
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036601,16,17,8,7,13,19,18,5,2,9,6,3,3,14,0,17,8,10
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036611,17,5,9,11,16,18,17,0,0,10,0,8,10,15,3,22,6,16
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036621,18,4,5,7,11,20,11,4,3,11,4,4,8,12,3,22,4,19
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036631,19,8,4,1,12,18,12,4,1,12,8,1,12,16,2,17,11,24
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036641,20,11,10,7,8,16,12,3,3,9,4,1,4,15,2,21,14,9
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036651,21,1,5,6,9,19,23,4,4,13,8,9,4,13,1,14,8,22
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036661,22,7,5,19,10,23,19,1,0,11,4,5,10,16,1,16,6,14
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036671,23,18,2,2,7,24,17,2,5,6,2,4,5,16,0,13,9,20
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036681,24,10,8,6,14,24,19,3,4,5,5,5,10,15,1,15,4,22
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036691,25,6,7,9,11,12,25,2,3,12,6,5,6,9,3,19,8,6
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036701,26,10,10,6,15,14,16,7,3,11,3,3,7,16,0,16,11,17
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036711,27,11,7,7,10,22,17,2,1,10,2,3,4,22,0,20,10,14
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036721,28,5,5,3,17,20,12,2,0,7,8,6,8,13,3,18,7,21
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036731,29,9,8,8,12,16,15,3,0,9,5,6,9,18,2,15,13,8
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036741,30,10,10,7,10,22,20,8,1,16,1,2,9,24,0,16,10,7
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036751,31,7,11,8,11,26,15,4,1,9,4,1,10,12,2,21,5,14
1,Murillo,5,El Alto,820,El Alto,1901,U.E. 3 de Mayo B,2036761,32,10,4,3,5,22,3,1,3,2,5,3,6,12,1,10,8,10
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039141,1,15,16,5,14,21,16,6,1,8,5,2,7,12,3,20,6,14
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039151,2,20,9,6,6,22,23,3,1,16,1,6,5,7,6,18,7,11
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039161,3,13,11,7,12,33,18,2,0,11,0,3,7,9,4,15,12,21
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039171,4,14,6,8,12,31,25,8,7,8,7,2,8,14,0,7,7,12
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039181,5,11,5,3,18,24,13,3,1,18,4,3,1,20,2,19,7,22
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039191,6,17,10,6,7,24,12,11,3,3,6,1,3,14,0,15,4,20
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039201,7,9,9,3,9,27,28,6,2,10,2,3,7,6,2,14,16,22
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039211,8,8,7,11,15,20,21,5,2,8,4,7,7,12,1,19,10,17
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039221,9,10,11,6,12,24,11,4,1,11,1,6,12,13,3,13,9,10
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039231,10,9,7,5,8,30,8,6,8,8,1,2,3,16,1,14,9,15
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039241,11,9,11,5,15,22,18,10,2,8,3,6,8,11,4,17,7,11
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039251,12,15,14,1,12,21,11,6,1,14,8,5,5,9,1,20,5,14
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039261,13,11,13,8,19,30,17,2,0,7,5,0,6,19,2,15,7,9
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039271,14,10,4,3,14,22,17,5,1,12,1,6,9,13,1,18,12,12
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039281,15,16,2,6,14,23,15,7,1,11,6,7,12,18,1,19,8,8
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039291,16,7,9,7,15,17,24,9,1,13,4,4,5,20,2,14,5,5
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039301,17,9,9,2,11,32,16,9,7,5,5,2,5,19,5,22,12,10
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039311,18,10,14,1,21,21,21,3,1,13,3,3,6,9,3,13,10,7
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039321,19,14,18,5,17,21,17,6,1,8,6,3,3,13,4,16,9,12
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039331,20,15,8,2,12,30,17,6,5,16,6,5,2,12,1,12,3,10
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039341,21,11,4,4,15,21,19,6,5,12,7,4,2,17,0,17,10,16
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039351,22,4,5,5,14,29,10,6,1,13,1,5,5,18,1,19,10,9
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039361,23,9,7,5,15,25,20,4,0,12,2,1,5,19,4,20,7,16
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039371,24,9,12,2,15,25,22,4,1,10,3,4,5,15,0,14,5,14
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039381,25,10,7,5,9,21,21,2,4,5,3,5,7,15,3,13,7,13
1,Murillo,5,El Alto,820,El Alto,1902,U.E. San Luis,2039391,26,7,10,2,10,27,22,4,2,10,1,3,4,17,1,10,13,16
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2040891,1,11,9,8,8,19,20,4,2,9,6,6,9,11,0,18,6,17
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2040901,2,7,6,4,12,18,19,3,1,15,4,3,2,9,5,13,7,12
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2040911,3,7,11,7,9,14,19,10,3,7,3,6,7,15,3,15,12,8
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2040921,4,9,6,3,13,22,20,2,4,8,1,2,7,11,0,18,4,17
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2040931,5,13,11,4,10,24,23,5,1,13,5,6,1,12,7,12,11,9
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2040941,6,12,8,4,9,21,21,3,1,16,1,4,4,15,1,13,10,15
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2040951,7,13,7,5,12,23,21,3,3,18,5,3,3,10,2,18,9,10
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2040961,8,9,16,4,12,15,14,2,3,12,4,5,3,17,1,24,9,14
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2040971,9,3,6,16,10,24,18,6,4,11,2,4,6,5,0,15,1,5
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2040981,10,9,5,6,13,29,18,3,1,11,6,3,8,6,1,18,10,14
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2040991,11,8,10,6,11,20,25,4,3,10,4,8,6,21,0,20,3,9
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041001,12,16,11,3,11,13,24,6,0,10,5,3,7,13,1,17,4,17
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041011,13,12,5,4,16,32,12,3,2,7,5,4,10,10,2,21,11,10
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041021,14,19,8,8,9,35,17,0,3,13,0,2,4,16,1,15,13,7
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041031,15,6,8,7,11,25,24,5,4,10,4,3,5,11,4,15,5,11
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041041,16,11,9,8,9,20,15,2,2,10,1,3,6,18,4,19,16,12
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041051,17,13,8,6,14,29,15,2,1,10,4,5,5,23,5,11,12,13
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041061,18,10,7,4,12,19,17,13,1,8,7,5,6,5,2,17,9,29
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041071,19,15,16,7,10,15,12,3,1,8,2,6,6,21,1,14,4,20
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041081,20,10,10,5,13,18,13,3,5,10,8,5,5,9,3,12,3,14
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041091,21,9,10,2,12,19,16,5,3,12,8,1,9,14,3,10,7,10
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041101,22,14,5,1,18,24,16,5,1,3,4,4,6,15,1,17,4,16
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041111,23,23,8,4,20,16,17,7,4,12,3,5,5,14,0,21,2,14
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041121,24,6,4,5,10,11,26,4,5,0,2,5,9,16,4,24,4,13
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041131,25,17,5,2,8,12,19,1,6,7,3,4,5,19,3,19,11,22
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041141,26,19,9,3,12,27,17,2,3,5,3,4,10,15,1,7,14,14
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041151,27,10,6,5,12,23,16,12,1,15,7,2,6,15,1,16,9,13
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041161,28,6,7,4,13,32,12,6,1,9,2,4,9,8,5,21,4,23
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041171,29,10,8,7,13,21,16,5,2,15,2,10,10,10,4,14,5,13
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041181,30,10,13,4,18,25,15,2,2,15,3,0,4,20,2,13,5,11
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041191,31,9,5,9,9,17,20,3,2,10,2,5,3,17,1,18,3,11
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041201,32,12,7,5,12,17,20,2,4,24,3,5,6,3,1,20,10,18
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041211,33,9,7,8,14,22,10,3,2,9,7,3,2,16,2,25,9,14
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041221,34,13,4,4,18,23,27,2,0,9,2,4,7,10,4,18,7,21
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041231,35,12,12,9,16,11,18,4,0,10,1,3,5,17,1,24,5,17
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041241,36,10,4,7,15,18,22,5,0,7,7,6,4,16,1,19,11,14
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041251,37,13,8,4,10,26,14,5,2,7,3,4,8,16,4,17,10,12
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041261,38,7,11,7,16,22,11,0,4,5,2,4,4,19,2,23,7,8
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041271,39,13,1,1,10,25,12,3,0,17,7,5,4,24,4,13,13,14
1,Murillo,5,El Alto,820,El Alto,1903,U.E. Illimani,2041281,40,2,1,1,4,9,7,1,0,1,0,1,1,2,0,3,7,3
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038581,1,13,5,8,7,21,22,2,3,9,5,7,5,9,3,17,6,3
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038591,2,14,8,4,11,28,12,2,3,11,2,5,5,3,3,18,5,12
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038601,3,9,15,4,7,25,13,4,0,10,2,10,9,13,2,14,13,14
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038611,4,7,16,6,17,38,11,5,2,14,2,3,4,3,1,11,10,13
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038621,5,8,2,4,10,24,10,5,2,8,6,10,9,10,3,13,11,13
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038631,6,6,6,3,14,21,16,6,1,13,4,7,11,15,1,7,6,14
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038641,7,5,3,2,12,32,21,2,2,11,4,3,5,9,4,15,5,15
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038651,8,9,9,3,13,30,13,2,1,9,3,8,5,13,4,16,8,16
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038661,9,13,7,7,8,13,16,3,0,14,1,3,6,9,1,25,2,18
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038671,10,7,3,2,9,22,14,4,1,12,4,2,0,11,0,17,12,11
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038681,11,8,11,5,6,16,17,8,2,12,7,6,6,15,5,13,6,8
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038691,12,10,12,6,12,31,17,1,2,9,5,9,9,12,2,19,10,11
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038701,13,11,10,5,11,31,14,3,5,14,2,5,4,1,12,5,15,3
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038711,14,10,6,3,13,36,22,4,2,8,3,4,5,7,3,16,8,17
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038721,15,13,5,7,10,30,11,5,2,8,7,5,8,8,4,13,4,17
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038731,16,13,13,3,18,23,14,6,2,15,2,4,5,8,2,15,8,17
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038741,17,8,7,6,13,32,15,3,2,6,4,11,4,26,1,15,8,16
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038751,18,9,5,4,14,19,23,2,2,14,2,8,11,17,4,12,9,16
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038761,19,4,6,13,11,15,9,1,6,7,9,7,4,10,2,30,11,20
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038771,20,9,3,7,14,18,8,6,4,14,3,5,4,17,3,11,6,24
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038781,21,9,2,2,14,14,5,4,3,9,8,2,6,13,2,13,7,23
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038791,22,9,1,2,6,15,10,7,6,12,5,6,4,11,2,7,4,21
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038801,23,11,12,11,17,31,11,3,0,8,8,7,4,7,3,15,8,6
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038811,24,11,7,3,11,30,10,7,2,15,7,5,8,16,3,11,8,15
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038821,25,15,7,4,8,35,20,0,4,4,4,3,9,7,1,20,4,17
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038831,26,7,10,5,15,20,14,1,1,14,0,5,8,5,2,16,5,18
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038841,27,13,4,5,13,26,18,7,1,13,6,4,3,16,4,12,6,14
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038851,28,12,9,8,8,18,15,3,1,6,4,3,4,12,0,19,3,19
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038861,29,12,8,5,17,23,10,1,1,4,4,8,6,6,4,22,8,15
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038871,30,10,8,0,13,31,16,7,1,19,2,5,4,11,2,11,5,14
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038881,31,9,12,2,9,33,7,1,2,11,12,6,8,7,1,13,10,17
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038891,32,15,7,6,16,22,12,4,0,9,2,7,5,15,3,13,6,9
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038901,33,15,7,5,8,27,11,6,3,4,4,3,10,12,2,19,9,15
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038911,34,9,7,9,6,26,19,3,1,7,8,8,12,3,0,21,8,17
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038921,35,10,6,4,12,27,11,7,1,20,2,7,2,8,4,14,9,18
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038931,36,12,10,4,6,30,12,8,3,12,5,6,1,14,0,6,4,24
1,Murillo,5,El Alto,820,El Alto,1905,U.E. Néstor Paz Zamora,2038941,37,6,1,1,2,11,0,2,1,5,0,0,4,3,0,4,5,0
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059571,1,8,9,9,8,21,10,2,0,9,9,9,6,19,1,15,7,18
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059581,2,10,11,5,10,24,8,2,1,5,2,5,3,22,3,21,5,22
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059591,3,7,10,2,16,24,20,5,0,9,6,7,3,11,1,18,6,18
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059601,4,9,3,6,9,20,18,5,0,15,3,7,4,9,6,23,9,11
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059611,5,8,7,6,11,28,15,2,6,9,7,9,4,18,0,24,2,20
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059621,6,9,8,3,6,25,11,3,2,16,2,6,6,22,2,15,8,13
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059631,7,9,6,6,12,26,13,1,2,11,3,2,5,11,2,27,14,16
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059641,8,13,8,8,8,20,28,1,1,13,4,3,4,15,3,26,6,11
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059651,9,13,10,6,10,20,23,4,1,10,6,3,7,20,0,15,3,18
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059661,10,13,8,5,9,18,21,4,2,6,7,5,8,7,4,15,6,19
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059671,11,17,4,1,16,28,14,1,3,6,2,4,5,16,0,13,16,22
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059681,12,10,14,8,5,26,14,5,1,5,6,7,6,12,3,20,10,17
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059691,13,8,11,3,16,29,12,5,2,8,6,6,7,20,0,10,11,16
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059701,14,11,6,6,16,29,22,5,3,8,3,4,9,12,1,18,7,16
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059711,15,6,11,2,7,28,25,2,2,16,3,1,9,8,4,19,7,9
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059721,16,11,7,5,20,32,12,3,3,7,2,9,4,17,0,14,9,16
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059731,17,5,7,5,9,20,18,4,2,7,3,2,3,17,1,15,14,19
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059741,18,9,14,6,11,32,17,0,1,12,1,4,1,11,1,24,7,13
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059751,19,7,3,4,11,26,14,4,3,9,7,5,6,15,5,14,8,18
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059761,20,12,9,6,13,22,12,5,5,7,2,2,6,14,2,23,7,13
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059771,21,11,8,2,9,24,21,1,5,10,2,6,3,12,1,17,12,16
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059781,22,11,4,6,11,18,11,5,3,9,3,3,7,14,5,23,9,26
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059791,23,14,2,9,21,31,12,3,1,5,2,2,8,16,0,22,9,14
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059801,24,13,5,4,10,26,16,6,2,5,2,4,10,24,4,18,5,13
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059811,25,8,16,6,8,20,17,3,0,10,6,0,8,15,3,18,12,14
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059821,26,6,10,7,11,19,10,4,2,11,2,4,10,7,3,12,11,12
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059831,27,15,16,8,7,27,15,1,3,6,3,3,5,12,2,10,6,7
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059841,28,11,13,6,7,26,16,2,2,9,4,1,8,18,1,17,3,13
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059851,29,9,13,5,8,24,14,0,5,8,5,2,9,18,3,15,12,19
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059861,30,15,9,4,12,24,24,4,2,15,3,2,4,14,1,17,4,10
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059871,31,8,2,3,12,19,13,5,5,6,6,8,6,22,4,16,5,22
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059881,32,5,4,7,4,23,17,3,1,14,2,7,9,19,4,18,11,15
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059891,33,6,9,5,11,34,8,5,4,16,4,0,13,7,2,19,9,15
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059901,34,11,11,7,15,32,8,4,4,15,3,2,6,14,0,12,13,11
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059911,35,10,2,6,7,24,9,5,3,6,3,4,7,18,1,18,11,14
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059921,36,12,2,7,9,32,11,4,4,8,2,9,7,16,2,18,10,16
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059931,37,7,10,4,13,20,19,0,1,14,3,3,6,12,4,20,3,11
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059941,38,5,19,8,12,43,14,2,4,9,6,2,2,13,1,15,8,14
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059951,39,16,8,4,5,20,11,4,1,9,4,3,7,15,1,21,8,15
1,Murillo,5,El Alto,820,El Alto,1906,U.E. San Martín de Porres,2059961,40,2,2,1,1,7,2,0,1,0,1,0,2,3,1,5,5,5
